amount,lat,lon,is_fraud,hour,day_of_week,tx_count_24h,avg_spend_user,amount_ratio,dist_from_last_tx_km,travel_velocity_kmph,auth_method_PIN,auth_method_Password,category_food,category_grocery,category_tech,category_travel,category_utilities
72.35,-62.428691,55.907639,0,23,3,3.0,424.76916666666665,0.17032780549435672,7.8553315612003916,0.0,True,False,True,False,False,False,False
7.04,-62.442461,55.939536,0,12,4,2.0,397.65999999999997,0.017703565860282655,2.2445856522459002,0.0,False,False,True,False,False,False,False
1593.43,-62.453707,55.966142,0,15,4,3.0,369.75857142857143,4.309379479274121,1.8537446559229596,0.0,False,False,False,False,True,False,False
80.2,-62.492334,55.899716,0,19,4,4.0,451.3366666666667,0.17769440402951234,5.486459191414141,0.0,False,True,False,False,False,False,True
64.67,-62.446399,55.914032,0,17,5,2.0,428.140625,0.15104850187949345,5.160464526250206,0.0,False,True,False,False,False,False,True
138.61,-62.416114,55.925888,0,3,6,2.0,406.76,0.34076605369259516,3.422365140199685,0.0,False,False,True,False,False,False,False
78.79,-62.508769,55.961005,0,13,6,3.0,391.86277777777775,0.2010652822062145,10.45974000209633,0.0,False,True,False,False,False,False,False
113.36,-62.497739,55.889964,0,17,6,3.0,375.3852631578947,0.3019830854476524,3.847839731843297,0.0,False,False,True,False,False,False,False
69.15,-62.462605,55.924341,0,12,0,3.0,362.284,0.19087235428558813,4.28742889461712,0.0,False,False,True,False,False,False,False
51.12,-62.424456,55.877834,0,0,1,2.0,348.3252380952381,0.14675939153746567,4.870095792384963,0.0,False,True,False,False,False,False,True
2969.63,-62.489192,55.914325,0,4,1,3.0,334.8159090909091,8.86944114472675,7.4388350984014595,0.0,False,False,False,False,True,False,False
1254.73,-62.446919,55.909959,0,19,1,3.0,449.37304347826085,2.792179055263469,4.705896817936751,0.0,False,False,False,False,True,False,False
157.83,-62.422659,55.899435,0,17,2,2.0,482.9295833333333,0.3268178331727107,2.751406322445801,0.0,True,False,False,False,False,False,False
158.82,-62.444324,55.931071,0,11,3,2.0,469.9256,0.3379683932945981,2.9075182486741333,0.0,False,True,False,True,False,False,False
95.45,-62.507719,55.867667,0,10,4,2.0,457.96,0.20842431653419513,7.765697288357278,0.0,False,True,False,True,False,False,False
10.0,-62.44267,55.887087,0,23,4,2.0,444.5337037037037,0.022495482157333404,7.301634995476199,0.0,False,True,False,True,False,False,False
171.1,-62.499308,55.872636,0,22,5,2.0,429.01464285714286,0.39882088606699234,6.341499370646111,0.0,False,False,False,True,False,False,False
210.57,-62.464795,55.952216,0,13,6,2.0,420.1210344827586,0.5012127047131738,5.607397243296378,0.0,False,True,False,False,False,False,True
409.5,-55.642864,72.090296,0,14,2,1.0,0.0,0.0,0.0,0.0,False,True,False,False,True,False,False
256.29,-55.672137,72.125735,0,16,2,2.0,409.5,0.625860805860806,3.941713361697811,0.0,False,False,False,False,False,False,False
98.48,-55.6581,72.089695,0,15,3,2.0,332.895,0.29582901515492876,2.7468718535706023,0.0,False,True,False,True,False,False,False
100.44,-55.63896,72.09603,0,3,4,2.0,254.75666666666666,0.3942585735407644,2.1650701058980046,0.0,True,False,False,False,False,False,False
141.56,-55.68143,72.131654,0,4,4,3.0,216.1775,0.6548322559008222,5.224421844887336,0.0,False,True,False,True,False,False,False
350.26,-55.64131,72.084199,0,1,5,3.0,201.254,1.7403877686903118,5.36297364349272,0.0,False,False,False,False,False,False,False
167.44,-55.652435,72.086512,0,16,5,2.0,226.08833333333334,0.7405954899633623,1.245528071552589,0.0,False,True,False,True,False,False,False
37.26,-55.626553,72.11482,0,13,6,2.0,217.71,0.17114510128152127,3.382120944875184,0.0,False,False,False,True,False,False,False
74.65,-55.600691,72.094122,0,13,0,2.0,195.15375,0.3825189113711625,3.155841294024802,0.0,True,False,False,True,False,False,False
17.07,-55.675276,72.156959,0,5,1,2.0,181.76444444444445,0.09391275643690246,9.183374881435245,0.0,False,False,False,True,False,False,False
143.71,-55.637332,72.064674,0,3,2,2.0,165.29500000000002,0.8694152878187482,7.163504103178398,0.0,False,True,False,True,False,False,False
312.76,-55.603102,72.07114,0,5,2,3.0,163.33272727272728,1.9148642481048166,3.827794081279668,0.0,False,True,False,False,False,False,False
145.36,-55.680687,72.102776,0,17,2,3.0,175.785,0.8269192479449329,8.852544036879767,0.0,False,True,True,False,False,False,False
66.75,-55.615066,72.144922,0,7,3,2.0,173.4446153846154,0.38484907618481623,7.761135252545627,0.0,False,False,False,False,False,False,True
186.93,-55.640518,72.074818,0,0,4,2.0,165.82357142857146,1.1272824387365228,5.232371160644199,0.0,False,True,False,False,False,False,True
203.71,-55.671911,72.139599,0,16,4,2.0,167.23066666666668,1.218137821611666,5.357217586073569,0.0,False,False,False,False,False,False,False
45.89,-55.627948,72.138417,0,1,5,2.0,169.510625,0.27072049318442426,4.889025053108624,0.0,False,True,False,True,False,False,False
178.44,-55.688331,72.08534,0,11,5,3.0,162.23882352941177,1.0998600465544621,7.494445076994795,0.0,False,True,False,False,False,False,False
39.98,-55.650138,72.139926,0,14,5,4.0,163.13888888888889,0.24506725693853226,5.454687978747468,0.0,True,False,False,True,False,False,False
256.16,16.093987,-17.073535,0,9,5,1.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,True
496.25,16.164531,-17.025271,0,17,5,2.0,256.16,1.9372657713928794,9.386653291329544,0.0,True,False,False,False,False,False,False
135.65,16.083054,-17.069618,0,1,6,3.0,376.20500000000004,0.3605746866734892,10.223573511346299,0.0,False,True,True,False,False,False,False
711.64,16.114391,-17.0943,0,10,6,3.0,296.02000000000004,2.4040267549489895,4.369785565973417,0.0,False,True,False,False,True,False,False
362.99,16.151262,-17.018878,0,3,0,2.0,399.925,0.9076451834719009,9.039502473120214,0.0,False,True,False,False,False,False,False
320.8,16.17044,-17.06711,0,4,0,3.0,392.538,0.8172457188858149,5.575181318387299,0.0,False,False,False,False,False,False,True
339.85,16.147286,-17.064695,0,13,0,3.0,380.5816666666667,0.8929752265173047,2.587494772866578,0.0,False,False,False,False,False,False,True
326.72,16.128264,-17.027632,0,19,0,4.0,374.7628571428572,0.8718046459856519,4.488447255490256,0.0,False,False,False,False,False,False,True
274.4,16.123925,-17.107459,0,16,1,2.0,368.7575,0.7441204585669443,8.540735783949527,0.0,False,True,False,False,True,False,False
416.59,16.153891,-17.023252,0,16,1,3.0,358.2733333333333,1.1627714407993897,9.591748665442005,0.0,False,False,False,False,False,False,False
75.35,16.089719,-17.101291,0,20,1,3.0,364.105,0.2069457986020516,10.973168179783775,0.0,False,False,False,True,False,False,False
37.12,16.091625,-17.008089,0,11,2,4.0,337.8545454545455,0.10986976644064146,9.959843669713601,0.0,False,True,False,True,False,False,False
1218.11,16.089535,-17.071048,0,7,3,2.0,312.79333333333335,3.8942965536349874,6.730479673930045,0.0,True,False,False,False,True,False,False
106.83,16.143475,-17.087753,0,10,3,3.0,382.43307692307695,0.2793429921373875,6.257693746965806,0.0,False,True,True,False,False,False,False
344.17,16.166179,-17.017511,0,16,3,3.0,362.7471428571429,0.9487876245948574,7.915527528836539,0.0,False,False,False,False,False,False,True
316.38,16.159635,-17.09934,0,9,4,3.0,361.50866666666667,0.8751657406092616,8.769565763443842,0.0,True,False,False,False,False,False,True
357.38,16.136459,-17.049981,0,0,5,2.0,358.688125,0.9963530295294832,5.868087242603906,0.0,False,False,False,False,False,False,True
132.3,16.151969,-17.042028,0,12,5,2.0,358.6111764705882,0.36892324802054993,1.9224831394744677,0.0,False,False,False,True,False,False,False
22.97,16.163959,-17.044086,0,14,5,3.0,346.0383333333333,0.06637992900593866,1.351224090770807,0.0,False,True,False,True,False,False,False
156.86,16.165078,-17.093777,0,13,6,2.0,329.03473684210525,0.47672778110133956,5.3084064003082,0.0,True,False,False,True,False,False,False
128.88,16.083978,-17.094247,0,15,6,2.0,320.426,0.4022145518778127,9.018048305474963,0.0,False,False,False,True,False,False,False
159.05,16.071285,-17.039704,0,20,6,3.0,311.3047619047619,0.5109141248814514,5.996166823857662,0.0,True,False,False,False,False,False,True
147.78,16.102155,-17.048097,0,13,0,4.0,304.3840909090909,0.4855050063839796,3.547781745356906,0.0,False,False,False,False,False,False,True
1147.01,-32.587327,-39.26997,0,23,0,1.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False
367.46,-32.601183,-39.189697,0,11,1,2.0,1147.01,0.32036337956948935,7.676377303878671,0.0,False,False,False,False,True,False,False
216.48,-32.648399,-39.279402,0,12,1,3.0,757.235,0.28588218980897606,9.906553467941755,0.0,True,False,False,False,False,False,True
434.11,-32.621829,-39.252802,0,23,1,3.0,576.9833333333333,0.7523787515526156,3.86431548882016,0.0,True,False,False,False,False,False,False
124.32,-32.66926,-39.197516,0,22,2,2.0,541.265,0.22968416579679085,7.389905029680438,0.0,False,True,False,True,False,False,False
160.5,-32.596662,-39.279275,0,10,3,2.0,457.87600000000003,0.3505315849706034,11.125697896380741,0.0,False,False,False,False,False,False,True
13.09,-32.629116,-39.209763,0,2,4,2.0,408.31333333333333,0.032058713079824316,7.443927815949534,0.0,True,False,False,True,False,False,False
244.35,-32.605124,-39.272708,0,18,4,2.0,351.8528571428571,0.6944664368628121,6.47086401342745,0.0,False,True,False,False,True,False,False
2075.81,-32.668193,-39.256051,0,5,5,2.0,338.41499999999996,6.133918413781895,7.184306723211422,0.0,True,False,False,False,True,False,False
72.44,-32.587545,-39.219225,0,17,5,3.0,531.4588888888889,0.13630405194924664,9.607909969163302,0.0,False,True,False,True,False,False,False
2261.04,-32.59535,-39.239932,0,19,5,3.0,485.55699999999996,4.656590266436279,2.1252266743975534,0.0,False,False,False,False,True,False,False
309.41,-32.623114,-39.199907,0,20,5,4.0,646.9645454545455,0.47824877294104917,4.856541823130707,0.0,True,False,False,False,False,False,True
296.02,-32.604931,-39.239894,0,13,6,4.0,618.835,0.47835044882723177,4.2561517301344765,0.0,False,True,False,False,False,False,True
28.36,-32.579517,-39.197883,0,12,0,2.0,594.003076923077,0.0477438604306634,4.845217805316068,0.0,False,False,False,True,False,False,False
361.77,-32.636013,-39.221911,0,1,1,2.0,553.6,0.6534862716763005,6.673070136971649,0.0,False,True,False,False,False,False,True
2670.21,-32.672336,-39.216117,0,20,1,2.0,540.8113333333333,4.937415019655654,4.075195172610656,0.0,False,False,False,False,True,False,False
160.15,-32.616175,-39.211039,0,12,2,2.0,673.8987500000001,0.23764697589956946,6.262891630180452,0.0,True,False,False,True,False,False,False
373.16,-32.60532,-39.221799,0,19,2,3.0,643.6782352941177,0.5797306473000302,1.5724617321823517,0.0,True,False,False,False,False,False,True
23.43,-32.589495,-39.184387,0,17,3,2.0,628.6494444444445,0.037270374144219215,3.9216696752067186,0.0,True,False,True,False,False,False,False
343.07,-32.588664,-39.253584,0,8,4,2.0,596.7957894736843,0.5748532513986975,6.483576482626159,0.0,False,False,False,False,False,False,False
307.78,-32.591016,-39.245857,0,20,4,2.0,584.1095,0.5269217501170584,0.7697130383915721,0.0,False,True,False,False,False,False,True
280.53,-32.655512,-39.238075,0,6,5,3.0,570.9509523809523,0.4913381768261305,7.208564230147865,0.0,True,False,False,False,False,False,True
383.94,-32.607514,-39.256055,0,17,5,3.0,557.75,0.6883729269385925,5.596416513170229,0.0,False,True,False,False,False,False,True
127.49,-32.608864,-39.215152,0,3,6,3.0,550.1930434782608,0.23171866949465958,3.834236472294054,0.0,True,False,False,True,False,False,False
25.19,-32.618301,-39.228346,0,22,6,2.0,532.5804166666667,0.047298021503794814,1.6211967582814708,0.0,False,False,True,False,False,False,False
315.97,-84.184853,59.008018,0,15,3,1.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,True
126.81,-84.240437,59.019321,0,23,3,2.0,315.97,0.401335569832579,6.181957998078242,0.0,False,True,False,False,False,False,True
341.3,-84.240624,58.959225,0,13,4,3.0,221.39000000000001,1.541623379556439,0.670914853547494,0.0,False,False,False,False,False,False,False
14.4,-84.252352,59.018254,0,15,4,3.0,261.36,0.05509641873278237,1.46069655928745,0.0,True,False,True,False,False,False,False
42.08,-84.183652,59.001122,0,6,5,3.0,199.62,0.21080052098988075,7.641501734579077,0.0,True,False,True,False,False,False,False
392.34,-84.258656,59.024534,0,13,5,3.0,168.11200000000002,2.333801275340249,8.344182274509754,0.0,False,False,False,False,False,False,False
122.28,-84.274021,58.992139,0,0,6,3.0,205.48333333333335,0.5950847595100981,1.7459993524843578,0.0,True,False,True,False,False,False,False
131.8,-84.255451,59.009455,0,17,6,2.0,193.59714285714287,0.6807951711211795,2.0738353559945697,0.0,False,False,False,True,False,False,False
137.87,-84.237229,59.040402,0,5,0,2.0,185.8725,0.7417450133828296,2.0553523754624394,0.0,False,False,False,True,False,False,False
355.61,-84.227821,59.004342,0,10,0,3.0,180.5388888888889,1.9697141274579193,1.1210402712255676,0.0,False,True,False,False,False,False,True
89.96,-84.181451,58.981143,0,6,1,2.0,198.046,0.45423790432525774,5.1626839223600705,0.0,False,False,True,False,False,False,False
159.66,-84.211807,58.966273,0,12,1,2.0,188.22,0.8482626713420466,3.3795712171927126,0.0,False,True,False,False,False,False,True
787.8,-84.250536,58.984058,0,22,1,3.0,185.84,4.239130434782608,4.311053451471531,0.0,False,True,False,False,True,False,False
33.43,-84.236877,59.043608,0,22,1,4.0,232.1446153846154,0.14400506315691808,1.657667843581457,0.0,False,False,False,True,False,False,False
110.04,-84.276506,58.951367,0,8,2,4.0,217.95071428571427,0.5048847871897645,4.524503610014712,0.0,False,False,True,False,False,False,False
154.03,-84.204524,59.008022,0,2,3,2.0,210.75666666666666,0.7308428361301343,8.028960416742233,0.0,False,False,False,True,False,False,False
11.58,-84.264629,58.966036,0,10,3,2.0,207.21125,0.05588499659164259,6.699805653370576,0.0,False,False,True,False,False,False,False
105.34,-84.260993,58.98791,0,12,3,3.0,195.70352941176472,0.5382631591603145,0.4717853053522347,0.0,True,False,True,False,False,False,False
58.57,-84.260665,58.965125,0,8,4,3.0,190.68333333333334,0.3071584651691286,0.25596934739114113,0.0,False,True,True,False,False,False,False
68.46,-84.216559,58.997139,0,16,4,2.0,183.73,0.3726119849779568,4.917365138366234,0.0,True,False,True,False,False,False,False
256.77,-84.252815,59.015018,0,0,5,3.0,177.9665,1.44279962801988,4.036426655596397,0.0,True,False,False,False,False,False,True
2696.44,-84.221643,58.975637,0,18,5,2.0,181.71904761904761,14.838510521212758,3.493944684876426,0.0,False,True,False,False,True,False,False
285.38,-84.225406,59.01203,0,12,6,2.0,296.02454545454543,0.9640416795904517,0.5839250578741149,0.0,False,True,False,False,True,False,False
2174.37,-84.243833,59.012882,0,22,6,2.0,295.5617391304348,7.356737060747993,2.049011014713093,0.0,False,False,False,False,True,False,False
65.57,-84.203761,58.990399,0,16,0,2.0,373.8454166666667,0.17539334996974013,4.462901154794747,0.0,False,True,True,False,False,False,False
62.29,-84.188729,59.023487,0,0,1,2.0,361.5144,0.17230295667337178,1.7123878131187102,0.0,False,False,True,False,False,False,False
180.76,-84.227275,58.973299,0,15,1,3.0,350.0057692307692,0.516448629967638,4.322961352920204,0.0,True,False,False,True,False,False,False
74.04,-67.717319,-64.428278,0,11,1,1.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False
374.99,-67.761124,-64.491601,0,14,1,2.0,74.04,5.064694759589411,5.553416591822179,0.0,False,False,False,False,False,False,False
2488.72,-67.776182,-64.40496,0,14,1,3.0,224.51500000000001,11.084871834843996,4.011189308560543,0.0,False,True,False,False,True,False,False
189.16,-67.710938,-64.472615,0,0,2,4.0,979.25,0.19316824100076588,7.794275506344907,0.0,True,False,False,True,False,False,False
1083.82,-67.76189,-64.42914,0,21,2,2.0,781.7275,1.3864422065233728,5.954287762015512,0.0,False,True,False,False,True,False,False
75.96,-67.788585,-64.438928,0,19,3,2.0,842.146,0.09019813666513882,2.996758906214149,0.0,False,False,False,False,False,False,True
2030.27,-67.734331,-64.483749,0,3,4,2.0,714.4483333333333,2.8417310325682523,6.320767322762721,0.0,True,False,False,False,True,False,False
1098.31,-67.731139,-64.469357,0,2,5,2.0,902.4228571428572,1.217068020060282,0.7026410245071941,0.0,True,False,False,False,True,False,False
1185.82,-67.776571,-64.40586,0,23,5,2.0,926.90875,1.279327657657779,5.715402126678469,0.0,False,True,False,False,True,False,False
69.54,-67.75944,-64.409742,0,9,6,2.0,955.6766666666667,0.07276519603910667,1.9118689267881006,0.0,False,False,False,False,False,False,False
101.36,-67.729606,-64.464658,0,5,0,2.0,867.0629999999999,0.11690038670777096,4.043972134755453,0.0,False,False,True,False,False,False,False
115.29,-67.793225,-64.48311,0,23,0,2.0,797.4536363636363,0.14457266823149595,7.1166014775494695,0.0,False,True,True,False,False,False,False
243.91,-67.711179,-64.437527,0,22,1,2.0,740.6066666666667,0.32933811019794584,9.322747833804618,0.0,True,False,False,False,False,False,False
273.79,-67.740086,-64.455061,0,6,2,2.0,702.3992307692308,0.38979256810996155,3.29817277943152,0.0,False,True,False,False,False,False,False
277.85,-67.774578,-64.410436,0,3,3,2.0,671.7842857142857,0.41360002892084835,4.2705721044755744,0.0,False,True,False,False,False,False,False
1307.62,-7.628437,-176.618709,0,15,1,1.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False
480.11,-7.599822,-176.610665,0,22,1,2.0,1307.62,0.3671632431440327,3.3030474050472445,0.0,True,False,False,False,False,False,False
108.79,-7.558645,-176.628588,0,0,2,3.0,893.865,0.12170741666806509,4.986681238693677,0.0,False,False,True,False,False,False,False
114.38,-7.61291,-176.589542,0,19,2,3.0,632.1733333333333,0.1809313901250712,7.411549844949963,0.0,True,False,False,True,False,False,False
144.6,-7.585805,-176.577244,0,17,3,2.0,502.72499999999997,0.28763240340146207,3.3047102341629806,0.0,False,True,False,True,False,False,False
6939.43,-7.577606,-176.582157,1,10,4,2.0,431.1,16.0970308513106,1.060387958717792,0.0,False,True,False,False,True,False,False
5.76,-7.598218,-176.556037,0,1,5,2.0,1515.8216666666667,0.0037999192956955138,3.6798848768545214,0.0,False,False,False,True,False,False,False
71.92,-7.593981,-176.554404,0,18,5,2.0,1300.0985714285714,0.05531888241441034,0.5043429801981988,0.0,False,False,False,False,False,False,True
328.33,-7.576197,-176.536336,0,11,6,2.0,1146.57625,0.2863568820651919,2.806510831962176,0.0,False,False,False,False,False,False,False
217.04,-7.603446,-176.634081,0,7,0,2.0,1055.66,0.2055964988727431,11.191491691384806,0.0,False,False,False,False,False,False,False
