tx_id,timestamp,user_id,amount,category,device_id,auth_method,lat,lon,ip_address,is_fraud
726a6883-ca0,2026-01-03 11:36:36,user_247,339.01,utilities,9af80e61,Biometric,55.163762,127.361603,68.80.124.73,0
295d6e9e-d21,2026-01-15 04:03:35,user_142,113.82,food,e1836e75,Biometric,-34.908732,85.452959,161.171.70.91,0
4ce598dc-e4c,2026-01-16 13:54:55,user_108,176.77,entertainment,87d5275a,Password,-36.728095,-33.083057,89.224.153.211,0
4c6a863a-103,2026-01-05 05:08:22,user_368,244.31,utilities,2909c943,Password,8.862345,-100.245637,5.247.76.195,0
29e49a82-986,2026-01-12 17:00:01,user_8,118.58,entertainment,ee261c7b,PIN,-68.721758,-143.862255,181.105.233.6,0
2a381cf5-299,2026-01-09 07:56:16,user_271,398.82,utilities,3e4b6b40,Biometric,-54.564244,178.84228,193.217.10.135,0
fd4fb10b-a80,2026-01-02 14:56:04,user_61,68.58,entertainment,a1cd505e,Password,-17.93627,49.811064,189.186.205.151,0
e70f5001-ec6,2026-01-17 00:39:07,user_370,1830.69,tech,e39960c0,PIN,44.809169,152.136787,66.193.121.93,0
94dc1bcb-7ae,2026-01-12 23:02:50,user_362,44.78,food,898b1a29,Password,-45.276561,-140.209832,115.55.84.68,0
2223952f-9fe,2026-01-01 20:57:40,user_385,175.18,grocery,0252b430,Biometric,0.130268,66.519092,215.53.246.254,0
0f707dee-1ce,2026-01-13 21:46:53,user_129,165.31,grocery,cd40e2f1,Biometric,41.777721,-60.440043,52.202.18.56,0
eda2622f-00b,2026-01-11 05:34:59,user_76,51.74,entertainment,9b198351,PIN,-85.398315,103.639434,76.10.26.111,0
95545ed4-3af,2026-01-12 08:51:05,user_316,1203.1,tech,e6d4963b,Biometric,-62.941112,-50.790844,185.112.188.144,0
a5665958-aa7,2026-01-18 10:55:58,user_317,2884.32,tech,d081f088,PIN,0.804933,177.402211,78.230.59.164,0
603d22e4-c4f,2026-01-07 17:45:46,user_122,317.69,tech,70416dc8,Biometric,13.790783,-106.818717,160.49.210.146,0
1bc9f513-a42,2026-01-09 01:35:39,user_118,354.46,entertainment,e090cb71,PIN,75.369675,143.608172,12.240.216.168,0
efe1c67b-aae,2026-01-03 23:56:32,user_320,66.65,food,76fcb89e,Password,-63.702736,89.204389,148.29.118.72,0
ddb1ecbc-950,2026-01-18 19:55:22,user_30,301.57,entertainment,3fe6b953,Biometric,-82.314264,138.889881,200.172.219.98,0
38cbd032-fd2,2026-01-04 15:34:36,user_482,1665.95,tech,91141f94,PIN,32.288882,63.738578,175.168.122.155,0
2846eace-248,2026-01-13 06:20:59,user_309,22.81,grocery,db8678be,Password,-88.058377,82.281967,35.176.20.239,0
f783df95-9dc,2026-01-16 10:24:05,user_89,1989.38,tech,9cdc13a0,PIN,-26.166445,87.553357,202.41.120.106,0
341b5723-4b2,2026-01-11 12:49:38,user_496,171.79,utilities,f544c481,Biometric,38.531113,-114.663974,71.219.251.8,0
4d3d6726-854,2026-01-09 06:38:52,user_355,334.67,entertainment,46456643,Password,-29.544398,-24.904118,201.65.164.98,0
1161e086-ecf,2026-01-02 04:19:02,user_59,2492.29,tech,127c932f,Password,51.981483,160.072076,84.38.184.91,0
5cb5e099-6fc,2026-01-06 16:59:08,user_265,2293.69,tech,9dddf82a,PIN,-27.648909,16.029588,185.223.47.202,0
1d340522-52e,2026-01-11 04:47:54,user_224,92.5,utilities,165ab604,Password,-64.843518,119.71062,189.124.71.12,0
7cdaef46-4fc,2026-01-15 02:18:14,user_7,82.62,utilities,f8f5559b,Biometric,-81.948668,-115.607813,185.185.158.176,0
c3072126-8d1,2026-01-14 07:55:11,user_477,2145.69,tech,a123075c,Biometric,8.546395,80.979685,222.187.95.124,0
d7d60210-9c2,2026-01-12 14:54:35,user_196,1573.9,tech,3c08d126,PIN,-85.82285,3.036893,33.78.126.48,0
5494a4d0-5de,2026-01-13 19:52:13,user_478,412.07,entertainment,75b320de,Password,-15.710652,129.815711,208.76.252.29,0
ff117289-063,2026-01-10 17:46:58,user_250,238.5,utilities,2b8b47b7,Biometric,63.253755,-37.386864,192.159.192.172,0
c2c8be1e-e77,2026-01-16 16:09:45,user_164,87.91,food,62a77afc,Biometric,13.207418,101.834012,63.167.107.99,0
d7bf576a-fe1,2026-01-08 04:20:49,user_415,395.94,utilities,181c00d3,Biometric,-42.584438,-54.996735,222.202.236.170,0
68d7a4e6-0c5,2026-01-03 04:12:22,user_169,84.9,utilities,f58cbec4,PIN,-75.520129,-130.456517,155.134.42.235,0
dad0ecb7-d51,2026-01-13 03:18:28,user_79,323.53,utilities,aa355449,Biometric,-63.326093,-78.215291,107.139.139.83,0
850fcf0a-191,2026-01-02 10:24:01,user_168,1202.03,tech,668bf6a2,Password,-29.789829,-73.776805,8.139.129.112,0
18f70342-33e,2026-01-08 01:12:45,user_18,50.78,grocery,20122a94,PIN,-78.466319,-1.570241,5.210.200.246,0
dc3055d7-d3f,2026-01-10 13:36:40,user_324,108.23,utilities,4b2f1c2f,PIN,71.685018,-102.331571,153.178.145.85,0
c0719068-1dd,2026-01-07 22:50:57,user_191,40.41,food,d85ec5aa,Password,-6.730963,13.161488,191.234.176.101,0
9e21702b-396,2026-01-04 03:50:13,user_312,2081.09,tech,72d94443,Password,-15.371695,21.862014,138.66.79.121,0
357ae499-5ec,2026-01-19 03:39:02,user_130,180.29,grocery,0769d1a6,Biometric,85.991109,-125.426763,37.172.48.176,0
a0296379-102,2026-01-20 04:19:42,user_176,323.08,entertainment,ed66ec63,Password,73.29814,-16.495718,32.230.88.171,0
92de4bdb-82e,2026-01-13 07:28:35,user_196,51.26,grocery,3c08d126,Password,-85.820887,3.02782,74.13.182.104,0
c5e5843c-a10,2026-01-02 13:53:39,user_424,146.07,utilities,5c52fdd6,Password,-46.962716,-93.660135,91.206.17.172,0
d425b753-854,2026-01-03 08:02:57,user_397,2425.6,tech,04192c55,Password,58.256717,174.050965,73.210.199.204,0
4c72dfad-42b,2026-01-12 14:08:59,user_392,96.1,food,b2507fd0,Biometric,51.349812,-172.870782,191.220.72.90,0
9cdc31d5-68a,2026-01-12 07:22:01,user_67,170.09,entertainment,54937420,PIN,-18.387957,83.588803,119.115.73.139,0
b9a94d61-8a2,2026-01-19 20:58:43,user_187,2749.11,tech,bf500744,Biometric,81.04808,59.738359,151.82.199.121,0
ad6e126e-26a,2026-01-12 07:58:53,user_151,96.32,grocery,8992b0ca,PIN,3.104249,104.10041,90.165.36.114,0
2ff3b683-9c3,2026-01-07 07:28:37,user_345,1160.75,tech,ba17a995,PIN,89.043802,98.091576,34.23.113.127,0
2a676de7-413,2026-01-13 03:08:50,user_383,296.43,entertainment,66d1dc53,Biometric,6.15255,-60.803567,72.128.66.245,0
80bdf107-305,2026-01-14 20:58:59,user_452,458.48,entertainment,60745ea9,Password,-81.423206,39.406919,150.0.103.224,0
8c35f3b2-e89,2026-01-02 23:52:47,user_154,90.84,utilities,2bf3e124,PIN,66.952558,-13.022985,180.83.88.71,0
047af227-9b8,2026-01-16 17:55:44,user_454,61.35,food,1ac0b89d,Password,-81.576743,-45.765085,162.16.191.112,0
dfeb0d2f-9af,2026-01-19 04:29:32,user_300,279.22,utilities,96572528,Password,68.388675,-34.568042,205.179.157.90,0
e6744284-d5f,2026-01-09 07:10:24,user_189,205.64,utilities,64dbd72d,Biometric,-12.680184,-64.610603,121.186.212.72,0
dfa58f90-4c4,2026-01-15 01:04:44,user_330,82.64,grocery,f4c33ad2,PIN,-54.418297,-48.6744,165.250.250.42,0
1632f508-d56,2026-01-17 11:53:55,user_108,2916.17,tech,87d5275a,Biometric,-36.704754,-33.165271,202.163.127.16,0
09c142a3-541,2026-01-10 19:28:39,user_35,90.03,food,ca168e31,Biometric,-2.173996,104.69301,2.238.135.208,0
a50a3683-7ab,2026-01-19 15:57:38,user_141,4159.94,travel,332e2ad1,Password,40.7128,-74.006,137.76.30.82,1
12ae19da-38a,2026-01-15 07:21:50,user_121,17.73,entertainment,0c066148,PIN,-24.275092,-125.278937,96.149.80.194,0
55567dff-acc,2026-01-10 09:44:41,user_32,322.31,utilities,2fd7492b,Biometric,44.611041,-138.498892,185.102.92.98,0
83282e7c-904,2026-01-10 20:36:56,user_401,974.73,tech,5f15b359,PIN,-34.868278,-15.561,162.193.55.118,0
e78d0484-094,2026-01-06 01:09:18,user_55,75.72,utilities,b2cf55e6,Biometric,-36.333824,-124.585028,21.40.53.243,0
ac248d23-d52,2026-01-11 09:39:40,user_324,2165.24,tech,4b2f1c2f,Password,71.733474,-102.365813,86.82.92.82,0
ca263321-320,2026-01-03 20:54:44,user_50,2190.44,tech,e833d703,Biometric,-54.819525,10.89004,214.230.214.90,0
fd224154-b0e,2026-01-16 03:31:38,user_232,305.36,utilities,6b13b3f8,Biometric,7.905408,133.594916,151.163.224.115,0
0bba6c0c-c4d,2026-01-17 05:10:34,user_351,22.79,grocery,d616e7ab,PIN,67.577394,43.793768,157.190.176.59,0
cc97f91a-d77,2026-01-02 04:08:23,user_66,119.36,grocery,144d1f31,Password,-39.308031,-132.128951,62.12.189.37,0
8af5568f-095,2026-01-06 11:44:09,user_340,193.84,grocery,74831f5c,Biometric,49.161611,87.922236,147.238.211.145,0
ee2bc6a7-3f0,2026-01-08 20:24:44,user_336,127.85,food,463a165a,Password,64.72739,-21.18705,65.163.5.40,0
0d7aff4c-cb0,2026-01-03 15:00:19,user_413,2926.19,tech,bb4c8e41,Password,40.872777,163.036508,19.0.7.167,0
d4c3f946-ef8,2026-01-09 20:09:44,user_336,24.19,entertainment,463a165a,Password,64.766874,-21.171157,40.72.51.52,0
88901429-93c,2026-01-11 13:06:47,user_92,2006.3,tech,1fede4b8,PIN,-88.747614,-92.239934,95.203.100.230,0
d52151ad-aac,2026-01-09 15:21:16,user_271,196.94,utilities,3e4b6b40,PIN,-54.597524,178.887348,218.175.222.101,0
9f25c139-885,2026-01-17 15:35:19,user_290,177.25,grocery,c71b2cea,PIN,50.0533,-151.119196,176.208.222.189,0
c4593863-e1c,2026-01-17 15:45:56,user_226,219.98,utilities,6ff2e1a4,Biometric,-29.257346,71.170424,138.76.222.213,0
2234ade1-49b,2026-01-10 22:39:07,user_220,342.33,entertainment,f9d346e3,Biometric,-61.257302,154.699902,221.16.130.125,0
c0531a8c-2b9,2026-01-18 16:01:43,user_306,44.86,grocery,88e0c980,PIN,23.690847,51.336067,131.176.210.169,0
73e35085-2b7,2026-01-02 16:31:44,user_254,23.73,food,b7399b33,Password,-13.823963,-28.238903,195.23.83.12,0
6feea6c7-8c5,2026-01-08 08:12:55,user_181,351.62,utilities,297933e8,Biometric,-43.026339,72.296501,91.128.247.39,0
e73e6247-469,2026-01-09 14:08:27,user_294,1272.83,tech,0d59f039,Biometric,-55.379884,-109.930467,149.238.42.160,0
9242f98b-7ae,2026-01-07 14:44:01,user_410,341.21,utilities,b7b5bbfd,PIN,-18.15784,92.293815,145.243.157.255,0
b7e8eb85-572,2026-01-05 05:51:36,user_205,82.17,grocery,b42e593a,Password,12.333175,-34.381695,220.19.234.19,0
87073716-93a,2026-01-15 08:52:29,user_261,108.47,grocery,a4b358e3,Biometric,18.496524,39.331661,131.32.120.44,0
fce8b889-870,2026-01-11 19:31:19,user_75,33.56,grocery,e341b238,PIN,-50.095708,113.151378,208.252.187.52,0
311e3e82-372,2026-01-18 00:25:49,user_90,212.38,utilities,f8677007,Password,16.090292,21.127193,67.139.106.135,0
59139137-808,2026-01-16 05:25:50,user_325,433.48,entertainment,de01d585,Biometric,-84.045311,-97.961299,21.62.186.134,0
257ae522-032,2026-01-05 11:50:11,user_155,262.9,tech,cceb0019,PIN,0.219965,147.20339,13.254.65.137,0
a7f02934-b4e,2026-01-04 05:14:36,user_425,130.71,grocery,abf2641f,Password,46.060955,-117.649203,140.174.255.187,0
c3eca2e8-d4f,2026-01-15 19:37:53,user_488,368.17,utilities,3bc294ad,Biometric,89.079913,-4.801589,114.141.179.153,0
542f26ea-171,2026-01-06 13:01:00,user_230,491.37,entertainment,15e4560a,Password,17.499257,121.435724,103.133.126.185,0
ecaab88e-ed1,2026-01-11 22:45:54,user_224,1868.44,tech,c83c8747,Biometric,-64.831655,119.678384,103.109.149.70,0
d4482ed8-7b6,2026-01-06 10:29:12,user_347,158.9,grocery,1f52e03e,Biometric,-36.864675,-6.962934,89.75.157.175,0
d965b77e-3ea,2026-01-16 20:52:42,user_145,2632.51,tech,1223d1aa,PIN,-80.458197,129.776284,67.247.234.87,0
b33b5f14-8b4,2026-01-07 04:35:07,user_495,95.13,utilities,22df247c,PIN,73.420348,-59.996982,202.161.27.213,0
e04a343b-b50,2026-01-16 18:47:45,user_416,371.01,tech,1311dba2,Biometric,33.164217,-39.098839,8.204.182.179,0
c1db9679-742,2026-01-05 17:51:16,user_486,474.36,entertainment,fbcebcc1,PIN,29.198008,19.746403,203.121.223.18,0
bf32e679-177,2026-01-03 11:17:35,user_432,2335.54,tech,1f70cf73,Password,52.454072,-3.689105,107.178.19.105,0
154b3116-c1b,2026-01-13 03:50:01,user_67,103.99,utilities,54937420,Password,-18.330926,83.591056,209.17.168.3,0
f7d77976-1ed,2026-01-12 00:19:54,user_224,177.5,utilities,165ab604,PIN,-64.82649,119.700702,134.110.43.118,0
ffdfe506-874,2026-01-11 12:00:56,user_401,82.43,food,5f15b359,Biometric,-34.87774,-15.626328,5.246.1.149,0
a7b69fd1-512,2026-01-11 21:36:33,user_292,319.3,utilities,f8ef405e,Password,25.426748,-28.391779,142.21.135.85,0
3f18a4fb-eeb,2026-01-08 11:27:01,user_410,131.59,food,e53ee137,Password,-18.153452,92.32035,105.55.215.41,0
1a4dc328-01a,2026-01-17 09:41:47,user_364,60.59,grocery,a02dc6e8,Biometric,12.361066,-156.994641,65.235.15.216,0
3e3be711-5fd,2026-01-09 21:39:12,user_46,359.62,utilities,5c29a0bc,Biometric,-75.021281,96.910978,105.137.91.173,0
686de558-e3a,2026-01-09 23:42:25,user_41,9.09,food,3e10e00b,Password,35.770246,-174.597367,117.174.75.189,0
249f8c8b-fa1,2026-01-05 11:37:36,user_146,115.03,food,11ec55f9,Biometric,16.499365,-22.068057,2.144.245.9,0
ec3636c6-84d,2026-01-11 17:53:37,user_110,2826.66,tech,51805bd4,PIN,84.172014,47.534302,85.76.40.240,0
efdcd40d-818,2026-01-08 08:09:46,user_122,1425.63,tech,70416dc8,Biometric,13.805406,-106.876454,216.163.37.75,0
b00d2607-500,2026-01-16 14:48:41,user_123,220.33,entertainment,21f56514,PIN,-77.824652,-44.359437,199.13.92.14,0
e7817916-03c,2026-01-03 07:22:34,user_268,190.91,grocery,8612deba,Biometric,70.052968,-121.704512,52.223.26.158,0
d52cacd6-ef1,2026-01-08 07:34:57,user_191,74.63,grocery,d85ec5aa,Biometric,-6.77503,13.209192,36.183.72.38,0
5b34759f-454,2026-01-03 07:00:09,user_297,11.43,food,f25e7e6b,Password,-82.187716,8.816459,166.119.101.68,0
8b0ce5e9-1dc,2026-01-14 22:31:01,user_356,122.67,food,8ba95e5c,Password,-86.371251,151.683923,48.134.189.91,0
d6d923ae-54b,2026-01-16 12:28:23,user_22,66.54,grocery,a6e2d821,Password,-20.713656,93.602596,154.126.206.154,0
a387c5db-15c,2026-01-08 23:21:45,user_18,46.49,food,20122a94,Password,-78.507803,-1.60119,132.13.216.171,0
86aaba27-b9a,2026-01-02 00:35:25,user_455,363.12,utilities,87f374f8,Biometric,60.564193,129.474809,19.228.3.129,0
2bd85d4b-ce9,2026-01-15 03:07:05,user_473,402.56,entertainment,07c5ab97,PIN,8.034138,62.462531,207.81.92.255,0
a366fee4-22d,2026-01-19 03:14:46,user_150,20.61,grocery,62546542,Biometric,54.732138,-154.968319,187.98.31.83,0
8a53c58c-a64,2026-01-02 21:23:16,user_227,64.82,utilities,242fcd87,Password,-86.458635,9.489644,104.233.92.87,0
99fe2332-aab,2026-01-16 07:46:32,user_485,135.88,grocery,9271f87e,Biometric,52.116664,-54.423236,94.169.216.55,0
c9907ff6-b0e,2026-01-07 07:34:36,user_15,2066.46,tech,2f536de9,PIN,67.003361,-45.420801,41.207.144.59,0
71d3cd4b-6fc,2026-01-02 00:45:06,user_185,193.92,tech,748f90ab,Password,4.697573,-151.947944,9.40.205.220,0
331106a8-c24,2026-01-05 06:05:54,user_39,81.77,food,7a6589d3,Biometric,75.372637,-41.133563,38.26.132.236,0
5105fc3c-aca,2026-01-02 02:35:56,user_376,231.21,utilities,b17f0f83,PIN,-32.415789,46.612637,81.206.244.21,0
3ea3ae05-12b,2026-01-17 04:40:52,user_313,120.06,utilities,6e6b98cb,PIN,-52.0089,-29.565399,43.19.142.105,0
a59e1926-30f,2026-01-13 16:26:05,user_44,337.24,entertainment,e555903d,Password,-75.673835,-96.470517,156.41.191.107,0
abf3c65c-28b,2026-01-18 09:40:47,user_364,120.09,food,a02dc6e8,PIN,12.414648,-156.966769,192.9.236.222,0
0d4b48e4-fac,2026-01-09 13:29:49,user_252,281.47,entertainment,1239d3ff,Biometric,27.828622,177.563786,198.71.87.28,0
d6566646-3c6,2026-01-13 18:45:05,user_44,205.1,entertainment,e555903d,Password,-75.686972,-96.518707,73.52.123.200,0
6a58f81d-faa,2026-01-11 06:11:13,user_64,92.75,grocery,4dbdef0f,Password,41.900961,-101.541897,13.194.162.141,0
408eb921-f81,2026-01-07 18:08:34,user_327,116.33,food,b307774f,Biometric,21.353727,40.124045,65.11.119.104,0
3fae8c46-8a2,2026-01-06 22:17:08,user_265,90.68,entertainment,9dddf82a,Password,-27.646718,16.069414,76.140.212.144,0
974e6ffb-589,2026-01-16 23:38:42,user_145,106.19,entertainment,b8aae81c,Biometric,-80.503954,129.792423,14.118.116.120,0
0952770c-66b,2026-01-04 03:34:10,user_257,90.81,food,ebc55335,PIN,36.48424,29.526131,208.169.85.145,0
e34dfa72-03a,2026-01-11 03:39:16,user_172,165.92,grocery,f8a95759,PIN,65.644064,-168.661075,165.43.132.18,0
e666eb65-6d8,2026-01-04 11:33:28,user_333,1308.1,tech,915b93a2,Biometric,54.107832,12.411221,57.2.28.0,0
ddad2720-c6e,2026-01-03 16:26:47,user_154,121.68,food,6aa6b898,Biometric,66.967476,-13.003386,110.29.249.82,0
f68b4d7e-edf,2026-01-18 01:34:19,user_212,121.41,utilities,08807fa8,Biometric,55.394228,178.236327,52.200.98.137,0
a92ba496-692,2026-01-20 18:00:42,user_176,115.3,food,46a7769a,Password,73.283748,-16.556074,22.67.149.96,0
84dfb616-a6c,2026-01-06 21:33:00,user_230,19.04,food,0af8faf9,Biometric,17.52106,121.473623,177.43.216.11,0
bdf1b220-529,2026-01-03 18:42:29,user_461,467.54,entertainment,6ad9aa2c,Biometric,-32.44352,-133.945059,183.40.161.49,0
44ae0127-3ee,2026-01-08 12:44:20,user_239,253.71,entertainment,6e01bb30,Biometric,-60.598396,-41.450633,69.96.239.100,0
1e1cf1b2-43a,2026-01-07 22:18:57,user_180,3429.99,tech,3e9fcb87,Password,61.864594,45.451147,211.150.15.110,1
1e47d4c2-9d0,2026-01-12 11:02:50,user_68,384.29,entertainment,899c3eb6,PIN,86.349157,156.240832,111.9.166.46,0
ff21f246-57c,2026-01-19 09:44:43,user_283,80.34,grocery,081202f0,Password,-85.01736,-154.338268,192.49.143.23,0
2b8534fe-81b,2026-01-05 22:34:26,user_60,81.81,grocery,cf33b6be,Password,-67.42301,53.695794,157.205.63.116,0
92e39933-ccb,2026-01-08 22:31:33,user_260,216.74,tech,feaa9d41,PIN,-41.39955,84.015281,85.148.224.209,0
07fffddd-d5b,2026-01-12 02:20:59,user_76,505.36,tech,8642be95,PIN,-85.414827,103.659467,195.241.71.81,0
cbf2000c-a40,2026-01-19 15:22:53,user_303,2502.04,tech,29880157,Password,38.711171,-167.416518,113.102.4.130,0
d9e81a33-0c1,2026-01-04 03:16:22,user_169,196.08,grocery,f58cbec4,Password,-75.505164,-130.434589,37.107.161.35,0
e290c9e2-4a3,2026-01-05 14:40:30,user_135,1775.14,tech,0f639afb,Password,15.626151,96.201561,99.69.246.225,0
e22e60d3-eb4,2026-01-16 18:32:53,user_396,124.14,food,c0fae84b,PIN,23.528672,49.648923,45.219.44.72,0
daa1eae6-792,2026-01-03 04:55:00,user_225,103.0,utilities,93249ae7,Biometric,46.316945,169.487341,175.168.247.51,0
b84a1196-4dc,2026-01-17 13:33:53,user_434,80.21,food,f5278b83,Password,44.843292,-92.622221,206.145.180.117,0
dd680665-fe7,2026-01-18 02:25:46,user_235,277.67,entertainment,78176b11,Password,-19.951563,-156.232629,193.96.167.197,0
a5109cc5-f64,2026-01-02 04:12:35,user_152,387.88,entertainment,ec6aacb4,Password,76.743644,-151.732582,125.180.130.126,0
d4ca2f91-301,2026-01-14 05:17:13,user_478,69.72,entertainment,75b320de,Biometric,-15.65867,129.852478,198.138.130.32,0
de3a640b-397,2026-01-17 12:13:33,user_148,478.1,entertainment,ca7ebb5f,Biometric,-34.656801,146.170955,45.139.151.123,0
67d29434-246,2026-01-16 21:42:19,user_109,886.28,tech,ffff01eb,PIN,-86.939663,41.57982,59.77.16.204,0
208742e7-bcc,2026-01-13 13:38:41,user_25,754.45,tech,76f6528d,PIN,20.051162,-154.431574,204.23.35.91,0
c8bce992-1d2,2026-01-04 18:23:02,user_348,193.08,grocery,7f940823,Biometric,34.256805,160.222848,211.167.67.147,0
d865bfe5-957,2026-01-04 18:26:28,user_333,167.37,entertainment,915b93a2,PIN,54.084162,12.379885,5.68.176.66,0
6e414ded-0b0,2026-01-05 21:10:56,user_435,65.59,food,077a4e63,PIN,27.854875,134.442053,195.238.31.201,0
35bc5c1e-419,2026-01-19 12:01:27,user_479,6.81,grocery,d3878dce,Biometric,67.489575,-144.636189,9.80.235.105,0
9aa38ac7-fa3,2026-01-09 18:08:49,user_252,1457.26,tech,fddd2749,PIN,27.781324,177.581733,180.112.189.155,0
7a8c95c3-299,2026-01-12 18:32:19,user_367,148.64,grocery,5c61c41a,Password,55.173179,147.361328,175.248.244.42,0
1364ce14-5a1,2026-01-08 08:03:34,user_327,230.35,utilities,b307774f,Biometric,21.370367,40.055702,53.199.38.234,0
5805767d-f7f,2026-01-12 15:27:41,user_165,55.85,grocery,a2703ce3,Biometric,-24.451066,-159.405015,88.139.200.225,0
0a73de43-068,2026-01-17 20:17:07,user_370,56.0,grocery,90e1eb23,Password,44.803175,152.167478,159.10.221.237,0
73bb006b-1e2,2026-01-15 03:48:00,user_81,2777.01,tech,0018724f,Password,-80.570193,43.881419,213.53.202.166,0
57ef4250-cf2,2026-01-06 12:34:40,user_314,143.82,food,ba0d522b,PIN,84.883988,-40.51332,165.69.192.118,0
6c800b0e-32e,2026-01-14 13:08:39,user_359,315.07,utilities,d88e3cdf,PIN,85.696016,-95.207924,57.132.244.143,0
ade794e6-0ca,2026-01-04 08:24:45,user_269,2140.92,tech,fd1503ad,Password,-33.03881,58.844166,87.244.52.114,0
45db8cf8-205,2026-01-10 09:32:00,user_103,534.57,tech,cb752910,Password,-38.198105,-144.512965,137.200.3.173,0
d0caa09c-b02,2026-01-10 20:57:58,user_250,1391.9,tech,2b8b47b7,Biometric,63.211757,-37.399665,128.126.183.21,0
ad4147de-6c4,2026-01-04 15:53:22,user_286,364.41,entertainment,c41b163c,Biometric,-32.440884,-56.950683,33.181.248.43,0
4eb3225d-897,2026-01-01 23:03:17,user_23,353.19,entertainment,228faf54,PIN,-85.854441,127.981004,77.135.95.44,0
