tx_id,timestamp,user_id,amount,category,device_id,auth_method,lat,lon,ip_address,is_fraud
069e6a4e-a5a,2026-01-08 13:03:03,user_304,264.43,utilities,12dcdb6f,Password,20.291302,-117.905771,175.70.84.165,0
ee894c19-0f5,2026-01-14 05:07:22,user_81,140.72,utilities,7bba0004,Password,-21.429325,167.565774,162.66.242.118,0
7495d323-4e0,2026-01-13 07:49:29,user_398,269.36,utilities,49f78ecf,Biometric,16.54773,-163.028617,141.228.246.112,0
f9c48339-d81,2026-01-06 18:08:13,user_146,174.57,entertainment,78486a82,PIN,-16.075002,-58.164256,90.21.76.143,0
814a3285-855,2026-01-11 17:24:56,user_196,107.43,food,ca5f24c0,Biometric,29.908044,155.302382,79.122.215.70,0
11c310af-c7b,2026-01-09 20:43:58,user_277,71.79,utilities,ed2da5ec,Biometric,29.265807,-105.61237,89.175.115.195,0
4dd0fdb7-905,2026-01-09 18:44:35,user_299,4407.04,tech,7a0f60c7,Password,28.004947,56.328708,77.4.90.155,1
e344eef8-396,2026-01-13 18:39:26,user_385,238.38,utilities,8451e359,Biometric,65.739848,-51.721234,175.204.51.201,0
f2d3f793-533,2026-01-13 03:39:39,user_223,80.83,grocery,eccb9990,Password,-24.229019,-129.085803,84.64.211.137,0
f7ad87eb-8d9,2026-01-11 13:13:20,user_239,1648.96,tech,f673285c,Password,23.947126,-108.835897,30.184.158.126,0
ee6a5209-28d,2026-01-04 05:30:23,user_13,97.49,utilities,8f585c09,PIN,52.286463,-42.74651,174.66.58.55,0
984cf83e-8db,2026-01-10 00:24:58,user_194,70.93,food,a6e189b1,Biometric,-56.948398,5.082012,71.98.92.67,0
5cfe3996-2f3,2026-01-08 10:22:48,user_487,419.11,entertainment,0a1b63c1,PIN,-47.606636,-49.197815,185.43.190.148,0
f9e173cd-df5,2026-01-05 03:54:17,user_26,99.27,food,775c9374,PIN,51.68802,-166.536016,57.16.85.160,0
16047d7f-4be,2026-01-08 08:19:22,user_486,126.69,food,bf5c01a7,PIN,0.200381,62.355557,12.127.234.4,0
ea432ed0-406,2026-01-12 07:48:42,user_342,2848.5,tech,db211766,Password,-37.843119,-8.370274,165.63.51.209,0
029f3319-b3e,2026-01-04 16:27:42,user_188,1861.02,tech,c254eee4,PIN,-47.769269,-167.462134,133.175.248.58,0
8700de67-604,2026-01-12 07:13:40,user_55,186.13,grocery,196a37e2,Password,71.470589,-164.157892,71.6.26.149,0
4f748231-fdb,2026-01-12 04:49:59,user_192,16.02,food,59fb1f27,Password,-56.803673,-170.701005,49.225.214.44,0
b3aee090-4b5,2026-01-13 23:37:27,user_356,2436.03,tech,75f85a5d,PIN,-5.193263,55.82871,7.251.66.230,0
8d01338a-82e,2026-01-09 17:21:38,user_219,43.79,entertainment,d2af0150,PIN,67.987507,106.099963,70.98.173.143,0
0fa59691-f2e,2026-01-13 21:20:04,user_421,89.54,grocery,764a0187,Password,7.299041,-38.122196,146.46.50.40,0
b32644a4-f5f,2026-01-06 15:34:08,user_235,111.65,utilities,37c2205d,Password,7.171501,-79.886696,58.253.225.45,0
f7591165-21b,2026-01-04 00:46:43,user_275,202.45,utilities,e9d16e2a,Biometric,-13.379901,11.902565,213.156.20.32,0
04883462-1d0,2026-01-01 03:50:27,user_425,442.0,entertainment,6bbf41c9,Biometric,39.126033,-104.469998,98.149.38.140,0
ab857946-eef,2026-01-12 20:49:42,user_342,24.06,entertainment,db211766,PIN,-37.856335,-8.398744,174.45.239.134,0
bec87550-49c,2026-01-10 01:46:21,user_181,4792.25,travel,ca785750,Password,12.9716,77.5946,195.29.115.167,1
5aa60211-da0,2026-01-09 05:49:26,user_43,221.0,utilities,fc09816a,Password,54.125614,-118.380848,125.166.172.104,0
31f8c0b1-ad8,2026-01-09 14:37:03,user_364,327.53,utilities,5a72d4bd,Biometric,2.087099,-6.576637,72.84.1.39,0
d4f6eb22-f70,2026-01-11 20:04:07,user_354,335.34,entertainment,991efb91,Biometric,70.447382,-167.630518,181.9.171.91,0
254fcce3-f23,2026-01-08 18:55:23,user_176,1059.29,tech,755793e6,Biometric,80.078766,93.67373,10.111.166.242,0
5a761797-4db,2026-01-11 14:00:58,user_128,145.65,grocery,4540c5d3,PIN,51.270019,-176.685783,66.164.131.136,0
5fb61977-9c1,2026-01-09 07:57:22,user_486,32.77,food,bf5c01a7,Biometric,0.174235,62.408016,202.211.132.151,0
7d491e5e-a68,2026-01-03 00:50:54,user_389,920.7,tech,e9d54025,PIN,43.03133,-77.401736,158.106.7.143,0
36d5f810-049,2026-01-05 21:29:11,user_184,16.93,entertainment,4f59ca8e,PIN,73.393665,149.475769,123.219.182.56,0
c76815b7-78a,2026-01-13 14:51:38,user_498,947.2,tech,9a646c3f,Password,-39.599881,-169.054867,153.113.71.9,0
c8458362-389,2026-01-03 13:09:23,user_251,116.94,grocery,025fbb34,Biometric,59.440042,72.598552,139.175.37.100,0
a012a03c-bec,2026-01-06 06:26:21,user_94,471.12,entertainment,97f03704,PIN,-81.666724,-137.228792,188.4.127.7,0
befe8195-edd,2026-01-07 05:48:54,user_205,117.52,grocery,c96fe016,PIN,-21.215487,5.121304,12.201.64.225,0
ed7462aa-a52,2026-01-05 05:27:13,user_415,51.74,entertainment,35c861bc,PIN,7.373012,153.789631,203.19.20.81,0
2be9468c-6f8,2026-01-06 11:25:20,user_213,2393.15,tech,5c53f47e,Password,-45.112391,-47.691833,214.243.175.110,0
569bf3dd-3ac,2026-01-06 17:39:36,user_465,431.48,entertainment,be310439,Biometric,18.847567,129.433248,191.122.74.200,0
b29df2e8-a22,2026-01-04 08:29:03,user_30,189.78,grocery,8c8f97c3,Password,-33.141746,63.625566,35.114.16.198,0
c670c54d-8b5,2026-01-06 21:27:32,user_338,39.78,food,3dd914e8,PIN,-18.543506,177.968238,20.185.200.210,0
49767998-764,2026-01-09 15:17:50,user_209,1462.75,tech,d6ee1582,PIN,5.490664,-28.327922,55.216.80.225,0
e0bec69f-d8f,2026-01-09 08:18:50,user_144,139.04,grocery,a64755fc,Password,27.336882,-159.500228,160.153.18.18,0
b279d768-e87,2026-01-10 11:58:59,user_411,90.17,utilities,89ae02c2,Password,-62.761216,33.765807,107.44.117.184,0
0a6469a6-6d7,2026-01-01 14:23:43,user_136,16.63,grocery,d5059919,Password,82.427003,129.533723,76.172.123.64,0
84daf2d8-838,2026-01-05 20:31:26,user_291,93.52,utilities,71547d95,Password,-11.187131,-22.394484,210.40.96.235,0
545ac194-68a,2026-01-02 01:55:16,user_139,1532.01,tech,231aee84,Password,74.165394,154.848734,42.148.24.213,0
8946c23d-0f9,2026-01-11 01:51:58,user_221,826.07,tech,f08c0322,PIN,27.711678,-132.20771,110.188.249.129,0
d4541fc9-914,2026-01-06 22:05:11,user_428,2857.28,tech,13a45c04,Password,31.442608,-31.997853,111.197.213.64,0
5b686cf0-dcb,2026-01-02 21:37:32,user_387,231.64,utilities,ea71ed5d,Biometric,58.541118,51.09324,202.229.198.60,0
43314be1-ddf,2026-01-10 09:41:35,user_299,389.17,utilities,7a0f60c7,Biometric,27.976945,56.232101,175.32.32.244,0
ba0db407-3c2,2026-01-05 02:41:01,user_164,172.26,grocery,ea7cc2b3,Biometric,-18.016018,22.066736,133.20.159.130,0
a807185d-9f0,2026-01-12 11:37:54,user_147,334.75,utilities,1e2d9535,PIN,83.53917,8.896414,146.199.240.112,0
47e1dd7e-c7e,2026-01-03 16:37:32,user_161,66.8,entertainment,9af28bf6,Password,-64.714766,165.550773,73.164.136.200,0
5329a7ff-5c7,2026-01-14 07:47:50,user_0,1439.73,tech,00fbac65,PIN,34.133143,-50.267735,176.175.250.142,0
ff508c12-40d,2026-01-12 00:06:09,user_318,316.0,utilities,4c4ed257,Biometric,-31.600203,-166.217147,194.27.62.23,0
7b35a7d4-090,2026-01-01 12:06:48,user_474,358.3,utilities,49aaea1d,PIN,-33.817483,95.299906,32.103.88.121,0
bc45d580-7d7,2026-01-03 04:16:19,user_322,2631.96,travel,f8af420f,Password,12.9716,77.5946,168.187.84.124,1
48d128b9-128,2026-01-05 15:51:08,user_115,381.47,utilities,60b0738b,PIN,-69.119815,106.311627,79.226.146.221,0
28dae284-5fe,2026-01-10 12:57:57,user_366,2145.69,tech,10fc9785,Biometric,39.409515,179.320364,30.206.203.181,0
1e84dbd2-b9b,2026-01-08 00:31:25,user_124,519.46,tech,135ec11f,Password,43.122313,94.844078,115.67.3.31,0
ffcbbc8b-a89,2026-01-11 04:36:17,user_450,58.87,grocery,e78a837f,Biometric,86.768854,-18.163878,123.206.142.183,0
997f656d-5e0,2026-01-05 09:30:10,user_259,60.15,grocery,059f3956,Password,61.475591,-164.915019,25.240.38.163,0
952b5c29-940,2026-01-08 08:00:22,user_337,69.75,food,e0e3c9d3,Biometric,-50.906097,133.315358,182.152.175.73,0
cf9ecf63-e7e,2026-01-03 19:36:24,user_390,209.37,utilities,85696b86,PIN,-32.19707,42.943123,120.52.228.237,0
43b04a2b-fd6,2026-01-05 11:44:53,user_122,131.75,utilities,21719b1f,PIN,43.336249,-103.32554,192.206.216.149,0
1e256f3f-a34,2026-01-08 17:09:27,user_242,395.94,utilities,c77b6988,PIN,-35.062364,-118.968401,97.104.36.24,0
37d3865f-46d,2026-01-05 21:38:31,user_18,2899.53,tech,63dc404e,PIN,-72.784131,-62.360343,81.95.83.54,0
8b63d3c2-f79,2026-01-03 21:56:25,user_225,2740.28,tech,119e8642,Password,86.245696,148.862746,50.72.252.103,0
26a30e90-825,2026-01-14 09:12:49,user_445,15.85,food,022df782,Biometric,-6.377939,148.881949,134.209.81.233,0
a152f73b-4ab,2026-01-11 00:50:08,user_203,171.09,grocery,3fcaa139,Biometric,-37.619568,-92.356178,61.227.42.218,0
def52224-5cb,2026-01-09 18:31:42,user_454,204.11,tech,ea6f2311,PIN,30.079746,-33.595408,213.123.230.147,0
64de361f-e1e,2026-01-12 20:03:07,user_471,113.28,food,62c01c64,PIN,76.729735,-77.085929,149.36.26.74,0
6051238a-524,2026-01-10 06:19:15,user_360,108.23,utilities,585b3dc3,PIN,37.228861,159.053903,108.222.166.108,0
ff4eba5b-4ae,2026-01-02 03:25:21,user_407,185.65,entertainment,35d948c4,PIN,84.322086,-45.602376,205.214.27.16,0
54793e73-cdf,2026-01-12 18:35:46,user_210,29.65,food,d98f310d,Password,30.53628,-14.650882,11.125.18.243,0
c0b8fb33-b80,2026-01-03 16:04:01,user_317,77.16,food,55bbbec1,PIN,-35.746365,-73.163863,60.183.106.211,0
9c0d096d-094,2026-01-06 03:50:45,user_130,336.75,entertainment,8a8d5d84,Biometric,-73.903911,-36.682595,64.166.216.222,0
4bde2ccf-faf,2026-01-08 22:25:54,user_80,380.83,utilities,67402798,Password,-48.474953,122.875574,7.104.169.148,0
5c6cff55-5f5,2026-01-05 23:41:36,user_353,345.86,utilities,93b6726e,Biometric,62.515493,85.594641,185.241.157.52,0
a355a4e9-39f,2026-01-04 08:11:22,user_54,250.17,utilities,90b74ccc,Password,75.425618,163.177354,117.164.64.150,0
77a7327f-af0,2026-01-02 09:30:56,user_424,146.07,utilities,53c2e997,Password,0.751502,68.450247,203.110.147.175,0
56e213b7-dd4,2026-01-04 21:27:46,user_426,93.02,food,19a5c369,PIN,9.213179,-126.48491,187.64.191.71,0
1c1850fc-dee,2026-01-04 00:42:01,user_317,96.1,food,55bbbec1,Biometric,-35.701575,-73.074144,222.163.44.116,0
53821da4-585,2026-01-06 22:44:39,user_17,368.86,entertainment,5c88f1c3,Biometric,-76.012824,159.948796,78.249.68.106,0
c9e29f3a-371,2026-01-04 05:17:20,user_212,24.16,food,c69e8d14,Password,-70.97903,29.690197,137.76.206.145,0
b33c55ce-20c,2026-01-02 07:36:16,user_139,457.88,entertainment,9d8ccc50,Biometric,74.10045,154.914371,69.94.22.202,0
df448419-7db,2026-01-03 03:17:30,user_173,387.01,utilities,62624660,PIN,74.845132,-63.498039,211.186.63.64,0
4e1edbbc-8a1,2026-01-09 08:41:31,user_370,388.54,utilities,cf2527cf,Biometric,-11.65951,-88.643479,105.244.57.197,0
2d8377e9-ab1,2026-01-02 05:19:14,user_202,272.92,entertainment,758cf15a,Biometric,-63.570213,-160.959622,64.103.146.12,0
1dd554a3-e9f,2026-01-09 22:59:34,user_344,1204.97,tech,2fdc40e1,Biometric,2.329047,143.383149,17.230.190.76,0
5d6a9cf8-4b5,2026-01-08 15:44:33,user_119,125.81,grocery,81cdb49a,Password,-3.154353,-124.611353,128.103.248.3,0
83fc7305-bf3,2026-01-08 10:20:20,user_32,368.29,utilities,ec1c2198,Password,-89.551072,161.209535,102.233.186.32,0
b93f54aa-410,2026-01-05 10:57:06,user_71,64.35,grocery,579000cf,PIN,54.379272,-97.058603,88.130.181.129,0
6da8221a-964,2026-01-10 12:56:42,user_454,61.35,food,11526c7d,Password,30.229283,-33.48797,210.167.245.218,0
fe347235-36e,2026-01-14 18:08:27,user_356,255.57,utilities,75f85a5d,PIN,-5.299109,55.937411,91.247.4.68,0
4cb9ad49-c1e,2026-01-04 19:03:19,user_335,265.48,utilities,00ce99f4,PIN,-60.322045,115.511815,62.5.253.105,0
ea587221-8a4,2026-01-03 10:33:48,user_111,382.69,utilities,0bba13e0,PIN,-87.796991,-63.907222,129.94.255.76,0
da05162a-bb9,2026-01-05 11:07:42,user_188,39.67,entertainment,c254eee4,PIN,-47.742228,-167.497078,18.157.4.36,0
37176a42-7a3,2026-01-11 06:32:47,user_485,134.24,grocery,5b553b4d,PIN,-39.999382,102.759074,1.185.202.97,0
24317902-f2e,2026-01-08 04:53:25,user_124,695.1,tech,135ec11f,Password,43.057463,94.716572,102.18.76.71,0
9a188cde-c7b,2026-01-14 17:14:49,user_445,389.44,entertainment,6c400e68,Biometric,-6.278493,148.866498,219.85.221.4,0
19491f8a-b70,2026-01-09 19:01:13,user_74,826.9,tech,15011c29,PIN,65.341364,-136.890419,212.163.108.140,0
8aa2557a-0d9,2026-01-04 10:04:23,user_13,74.86,grocery,8f585c09,Password,52.41653,-42.685604,142.27.5.65,0
8cf31e75-b1c,2026-01-08 06:36:01,user_89,29.72,grocery,d3b55fc5,Password,55.18372,80.062035,57.171.117.106,0
cac11cd9-247,2026-01-09 02:40:20,user_32,322.31,utilities,98e6f95f,Biometric,-89.451208,161.163329,27.210.246.180,0
c9358893-791,2026-01-03 22:20:42,user_484,146.81,grocery,4f0ccb2d,Biometric,89.180179,68.966861,90.229.101.185,0
505357f0-411,2026-01-13 00:11:19,user_15,346.55,utilities,1634fb6e,Password,-25.970133,175.065003,181.84.246.223,0
15ced2f9-998,2026-01-10 05:50:03,user_364,180.36,grocery,5a72d4bd,Password,1.91023,-6.640909,50.177.127.50,0
6a67f075-aa9,2026-01-11 00:37:33,user_64,1935.92,tech,4b631651,Password,66.147957,134.067748,79.3.92.167,0
c9d1652a-cf9,2026-01-12 21:57:13,user_305,232.32,entertainment,e4510b43,Biometric,-53.231056,76.257238,36.83.207.204,0
00d991b9-132,2026-01-02 20:54:52,user_359,2190.44,tech,9f055b95,Biometric,29.894848,-131.154603,149.245.248.234,0
f88e2696-52a,2026-01-04 06:42:06,user_116,415.44,entertainment,d129543e,Biometric,26.519731,120.666271,30.106.128.255,0
0802a1d7-536,2026-01-13 02:23:11,user_160,335.9,entertainment,010295af,PIN,32.493451,104.690347,116.84.4.66,0
e5ccd027-aab,2026-01-08 19:31:27,user_242,167.2,grocery,3eb79098,Biometric,-35.098207,-119.081304,204.252.49.166,0
a5af69e7-674,2026-01-07 03:49:22,user_378,85.67,food,bb4f1627,Password,22.597397,-64.159481,141.115.36.144,0
a1493141-655,2026-01-11 00:28:21,user_181,353.83,utilities,9021f9f0,Biometric,-17.198537,-79.535733,201.136.29.120,0
9b6663be-aea,2026-01-02 08:38:27,user_180,1571.5,tech,320531f8,Password,-49.368938,-51.714271,93.188.124.194,0
4ead66cb-5b3,2026-01-07 15:27:02,user_433,424.23,entertainment,6df0103d,PIN,-16.005376,-90.461583,38.42.6.119,0
85a57e23-a4b,2026-01-09 15:06:37,user_293,345.8,utilities,5043feee,Password,-40.97979,137.128643,138.92.37.44,0
25a6d2fd-561,2026-01-03 09:15:56,user_424,24.19,entertainment,53c2e997,Password,0.71816,68.287026,44.79.225.56,0
d7d501f9-1ce,2026-01-13 07:43:07,user_471,12.99,entertainment,358a0cd6,Password,76.766111,-77.159884,108.246.120.227,0
40a9f88f-b67,2026-01-05 11:01:07,user_35,22.89,grocery,2d6a7dc6,Biometric,-75.216134,-71.177664,197.42.153.9,0
0b409666-772,2026-01-07 01:38:01,user_174,162.7,entertainment,3fc5faac,Password,38.423067,-7.08204,193.232.195.114,0
8c1e805d-ff0,2026-01-07 14:53:06,user_452,27.82,food,22c31b46,PIN,-14.614806,-49.726862,166.104.166.58,0
52dde07f-5f2,2026-01-02 22:48:16,user_139,219.98,utilities,9d8ccc50,Biometric,74.169698,154.925642,65.176.188.8,0
cd87e6ed-cdb,2026-01-11 13:34:45,user_386,72.31,grocery,4a0af397,Biometric,-0.482177,-150.075952,93.21.139.35,0
94f9772c-198,2026-01-13 20:28:18,user_303,2034.68,tech,a332d766,PIN,-66.792493,-102.949066,213.89.46.181,0
02e9ce6c-4f6,2026-01-03 13:23:53,user_306,44.86,grocery,e0b04bd8,PIN,89.389279,-69.857127,210.136.184.196,0
c7415a24-baf,2026-01-04 12:30:41,user_148,6.51,grocery,a48a0df0,PIN,-68.065394,52.747779,7.222.177.18,0
f8b6b8f7-9a9,2026-01-07 07:16:33,user_272,1720.3,tech,caf77956,Biometric,-87.572443,-120.482277,3.102.137.44,0
e96359e2-214,2026-01-06 18:43:30,user_441,56.56,utilities,3351ec22,Biometric,75.353468,-73.08581,68.91.170.12,0
319c1a26-2f2,2026-01-10 04:59:37,user_293,151.33,utilities,af0aca58,PIN,-41.097326,137.281186,93.152.103.255,0
543da2c1-352,2026-01-04 14:40:54,user_87,341.21,utilities,c5494ce8,PIN,-86.385268,156.95942,147.62.24.203,0
58e542b1-2dc,2026-01-04 16:34:22,user_54,256.1,utilities,8dec074c,Biometric,75.46514,163.152715,101.41.236.54,0
1a134158-7ea,2026-01-03 17:21:22,user_381,53.29,food,15f6dab7,PIN,-48.779034,-126.420663,34.208.185.179,0
3e6232d4-f5a,2026-01-11 22:12:33,user_58,662.32,tech,6e51f624,Biometric,52.692869,50.075343,147.227.251.14,0
6c21ef28-84e,2026-01-04 20:00:02,user_419,39.26,food,e822b86d,Biometric,3.968619,164.501129,123.162.61.208,0
6bd3560f-f3c,2026-01-05 16:20:47,user_308,39.54,grocery,532552ef,Biometric,12.112681,-58.390669,190.97.133.254,0
7318c773-d24,2026-01-03 20:41:54,user_389,288.4,utilities,b8711b43,Password,42.88672,-77.471174,57.48.20.57,0
37dc131c-6b5,2026-01-04 00:20:25,user_225,204.77,utilities,6f7f0c5d,Biometric,86.357146,148.878205,166.229.196.17,0
6b81ed22-855,2026-01-03 02:02:27,user_180,65.53,grocery,4153a89e,PIN,-49.343408,-51.715961,176.142.189.107,0
be9bf053-9bd,2026-01-01 13:42:27,user_425,130.71,grocery,6bbf41c9,Password,39.151909,-104.540524,114.164.135.65,0
5fcdcea9-061,2026-01-12 09:16:56,user_196,1707.52,tech,ca5f24c0,Biometric,29.894653,155.356676,20.83.29.19,0
b92f84aa-ff6,2026-01-09 14:18:25,user_292,51.62,food,d916376d,Password,-20.711229,-129.388391,150.176.185.85,0
87af2586-213,2026-01-05 21:31:58,user_31,163.14,grocery,acc78e49,Password,-61.694802,-140.239838,125.87.223.200,0
78ff2c70-c63,2026-01-13 10:12:16,user_330,53.31,grocery,71727d89,Biometric,-86.399899,94.174806,131.60.44.208,0
25ad526e-7aa,2026-01-02 08:11:48,user_312,192.7,entertainment,bdb74618,Biometric,61.109661,156.667623,131.220.178.225,0
a42b675c-d77,2026-01-04 02:32:30,user_173,251.86,tech,688ad4bc,Password,74.741648,-63.430023,76.220.39.2,0
5b29d6df-61b,2026-01-08 01:48:50,user_168,2067.3,tech,2a4ecae9,Biometric,66.974114,71.987166,36.50.76.1,0
b64c6d0a-a84,2026-01-12 13:26:31,user_336,53.34,food,4d02a4db,Password,22.048866,165.958831,47.108.65.61,0
077e2859-eb0,2026-01-02 13:37:31,user_179,95.13,utilities,81939eb6,Biometric,-14.377206,46.46296,187.245.125.192,0
cc7e2817-c0a,2026-01-12 06:19:16,user_329,102.17,food,58178fee,Password,-49.187751,52.728759,78.40.194.8,0
c3f063e7-b91,2026-01-07 20:37:05,user_47,227.97,utilities,f39e6754,Biometric,-35.353393,-61.996929,188.194.214.134,0
d3c4df15-c34,2026-01-09 15:20:22,user_486,474.36,entertainment,bf5c01a7,PIN,0.181348,62.337687,3.153.193.201,0
61ff8c5a-c86,2026-01-04 08:11:42,user_70,62.68,grocery,f875aad3,Password,65.685986,132.194665,54.112.163.86,0
325de760-e54,2026-01-01 21:13:30,user_427,134.08,grocery,db29265a,PIN,-78.144954,133.888409,175.122.206.152,0
dd3bc5ac-b70,2026-01-02 09:04:22,user_78,125.55,food,54f2d77b,PIN,4.93038,130.658178,87.229.119.59,0
c8406937-d21,2026-01-07 20:07:23,user_22,341.42,entertainment,056eda1a,Biometric,57.067645,-80.143474,183.57.177.175,0
21bd436a-1a1,2026-01-14 10:03:26,user_385,82.43,food,4d3f8a0a,Biometric,65.722806,-51.787859,213.86.103.168,0
7a6d57c2-c1f,2026-01-03 02:44:37,user_99,2954.88,tech,db7bd8d0,Biometric,-34.422466,-48.200019,144.246.1.205,0
ec941de7-e87,2026-01-06 18:48:27,user_257,388.19,utilities,8d1cc801,Password,5.357923,-74.532275,60.66.214.156,0
bb66df9e-754,2026-01-11 15:51:58,user_128,355.94,utilities,01d56538,PIN,51.28838,-176.620769,31.24.4.80,0
c0d7d8aa-ce9,2026-01-10 15:34:34,user_264,51.1,entertainment,202d6ac8,Biometric,69.172061,165.682277,179.116.121.85,0
003c67c2-264,2026-01-02 10:51:26,user_262,82.1,utilities,5ff7a6d2,Biometric,-25.95734,-93.555756,154.253.203.70,0
8df4a34f-281,2026-01-06 07:21:12,user_476,68.64,utilities,7c34ccb8,PIN,-81.513089,-84.384701,48.15.66.67,0
ccac9ecc-df2,2026-01-03 16:33:12,user_41,9.09,food,33788fc2,Password,81.622278,-2.730506,47.70.135.242,0
1a720b73-201,2026-01-06 09:59:14,user_405,10.55,food,0a7fee80,Password,-22.094489,173.927698,145.254.96.165,0
c86f2141-b26,2026-01-07 15:53:26,user_388,265.37,utilities,852e9031,PIN,61.841478,107.929423,119.25.112.11,0
293ede98-ca7,2026-01-02 02:24:30,user_427,2826.66,tech,db29265a,Password,-78.199047,133.937291,145.112.176.229,0
d03b7a04-44c,2026-01-10 01:47:52,user_397,48.67,food,2610c83d,PIN,-8.715807,-160.151054,50.46.1.77,0
2c541b4d-be7,2026-01-12 09:17:05,user_406,71.98,utilities,63317a70,Password,-3.717288,-67.019619,137.210.31.15,0
b486fbeb-672,2026-01-14 04:36:20,user_323,801.62,tech,2c09cd13,Biometric,-50.789577,-45.150968,177.45.0.86,0
b2f872bf-36d,2026-01-04 14:54:11,user_314,87.75,food,5d7a554b,Password,56.347645,-145.585936,218.42.137.1,0
6a975860-02a,2026-01-05 03:34:50,user_268,190.91,grocery,44146901,Biometric,78.216824,159.324497,183.162.28.230,0
5bfccf39-671,2026-01-08 17:53:23,user_22,393.36,utilities,f0b1d75f,Password,56.987426,-80.095866,185.44.152.203,0
7507cbad-1cf,2026-01-03 04:03:00,user_403,128.15,entertainment,118e8c9f,Password,22.524656,-133.872623,173.42.105.187,0
a7b8cc96-e44,2026-01-10 01:46:59,user_170,73.7,grocery,7aac29c5,Password,83.123135,-120.970489,187.211.232.134,0
695b2840-62c,2026-01-14 07:16:29,user_398,393.29,utilities,49f78ecf,Password,16.621919,-162.990276,117.203.0.248,0
6a2fcc58-ce0,2026-01-01 13:03:13,user_69,62.94,utilities,93207bb9,PIN,-23.202965,179.210934,141.211.100.111,0
f259cd23-a75,2026-01-04 05:17:38,user_453,467.35,entertainment,54f355cf,Biometric,24.878091,-129.43594,104.231.212.167,0
5aa63197-8c3,2026-01-06 18:46:55,user_278,27.94,entertainment,8acec8eb,PIN,16.104666,99.072436,149.142.27.115,0
7a3349f2-e61,2026-01-06 20:25:30,user_441,143.88,entertainment,636832db,Biometric,75.361694,-73.131932,91.121.236.62,0
9c389a4a-b45,2026-01-07 21:45:42,user_380,168.66,utilities,52019ddf,Biometric,-65.585251,34.630268,141.19.148.165,0
25b61bc6-e72,2026-01-06 04:55:42,user_188,402.56,entertainment,c254eee4,PIN,-47.750862,-167.57779,16.121.226.126,0
6e8239e4-b9e,2026-01-14 03:34:04,user_421,951.92,tech,764a0187,PIN,7.302704,-38.090498,140.145.228.201,0
d8101eb2-eb8,2026-01-09 23:29:59,user_151,260.92,utilities,ee514121,PIN,67.86216,28.138781,183.26.212.19,0
e1d295de-b0b,2026-01-03 04:57:31,user_179,146.73,grocery,81939eb6,Password,-14.238247,46.561399,147.8.120.134,0
