tx_id,timestamp,user_id,amount,category,device_id,auth_method,lat,lon,ip_address,is_fraud
e06728fd-cfe,2026-01-18 11:03:11,user_244,350.62,utilities,c441b076,Biometric,-16.586687,82.767617,138.38.193.17,0
ef08e107-603,2026-01-14 23:12:53,user_339,1493.21,tech,f4330b14,Password,50.036849,-102.758461,194.253.13.246,0
b69b30f5-6de,2026-01-09 00:26:25,user_189,70.73,grocery,1292c789,PIN,47.236543,132.505161,194.217.94.135,0
b4793aae-e74,2026-01-09 18:49:04,user_76,47.22,food,9bcfe84f,PIN,-58.252818,12.779558,1.23.245.4,0
ec9b7f75-0f9,2026-01-13 22:40:40,user_286,36.74,grocery,50a3dcd0,Biometric,-18.555545,-116.245935,175.72.36.129,0
cd36dacc-82d,2026-01-23 04:40:29,user_139,173.22,grocery,0e212b73,Biometric,-40.441653,52.132788,25.150.42.38,0
580ca971-7b6,2026-01-10 12:12:33,user_293,539.89,tech,a9fb5e35,Biometric,-84.973064,-158.858176,32.124.208.86,0
b2364460-39f,2026-01-10 00:32:24,user_156,4310.56,tech,297b34c9,Password,-1.40337,65.547842,27.89.204.49,1
81f88d75-906,2026-01-23 14:50:53,user_141,117.94,entertainment,0cfa43e9,Biometric,29.108131,-149.150849,60.209.224.224,0
32e80c22-857,2026-01-05 18:47:00,user_390,135.73,tech,7e31fbaf,Password,41.942025,123.046064,107.50.178.7,0
769f113d-74e,2026-01-24 02:57:41,user_364,1689.13,tech,d3fd1f52,Password,-81.160791,-147.739142,218.55.117.126,0
5b0b385b-6c7,2026-01-24 18:49:49,user_138,88.66,grocery,3c637df5,PIN,66.013434,113.30796,206.215.39.28,0
fde36854-73c,2026-01-17 20:13:04,user_381,134.32,food,be22ef66,Biometric,70.361315,-3.753552,116.63.135.2,0
0b89c063-b12,2026-01-18 06:29:18,user_110,161.62,grocery,bf69ca97,PIN,-33.030183,-77.928973,196.223.41.88,0
b27cfe45-38e,2026-01-08 06:25:54,user_250,254.22,tech,9e3a7e8e,Password,-31.271063,29.049018,219.206.80.82,0
4946b266-9ce,2026-01-04 23:54:27,user_213,209.89,utilities,b40767d6,Password,5.704704,95.017659,201.249.162.218,0
baa31566-f83,2026-01-03 13:54:29,user_445,784.17,tech,e9910932,PIN,5.523481,111.983524,126.143.114.138,0
dd71e49a-b7a,2026-01-17 16:24:00,user_442,25.35,entertainment,903569f4,PIN,59.32596,161.109583,133.196.5.14,0
6318251f-d0c,2026-01-09 17:27:14,user_0,191.99,tech,629ba164,PIN,86.991946,14.694502,27.220.37.27,0
e0706f9a-352,2026-01-10 05:15:04,user_76,12.73,food,9bcfe84f,Password,-58.290354,12.753747,152.231.6.26,0
ff850d97-5b8,2026-01-04 13:51:56,user_163,279.21,tech,c51cd180,PIN,-54.700275,-149.430495,58.212.172.67,0
8024db2b-350,2026-01-05 15:31:12,user_308,927.13,tech,4e2b7ebb,Password,11.044287,-23.847874,44.143.11.215,0
08db12af-9b6,2026-01-22 15:10:22,user_129,61.71,food,0cfb03ac,Biometric,15.971716,48.523606,9.68.169.8,0
78ff4b07-34b,2026-01-17 17:40:55,user_1,190.26,grocery,bacf8789,Password,-29.031853,-73.856885,191.37.142.189,0
ca4503b4-5ca,2026-01-13 04:43:41,user_234,294.51,entertainment,4c1246f0,Biometric,-35.139144,7.290121,95.202.16.226,0
6b57ab89-884,2026-01-15 11:47:38,user_464,476.94,tech,433d7498,Password,57.427886,-143.224654,122.64.11.179,0
47ab74c5-caa,2026-01-17 02:58:19,user_392,143.05,food,d486b667,Biometric,88.185944,20.218879,144.46.126.204,0
bd85bc32-978,2026-01-12 09:21:11,user_37,88.81,grocery,83282dfa,PIN,-19.125528,-19.423631,123.70.25.33,0
87e85d69-ec5,2026-01-09 19:24:23,user_97,30.17,food,4bdd364e,PIN,69.061276,-178.094203,79.51.86.251,0
65b4fba0-eb8,2026-01-07 00:06:44,user_320,1234.82,tech,962fdd5e,Biometric,79.029196,-108.650407,184.19.6.62,0
caa53cbd-aad,2026-01-02 14:32:35,user_99,246.17,utilities,4396834f,Password,30.267608,-53.971455,77.93.17.15,0
4e2d9f89-49d,2026-01-20 07:50:34,user_361,58.72,utilities,71bf8699,Password,88.751999,-119.300973,53.63.123.151,0
ef5081a2-a0e,2026-01-21 03:27:15,user_462,359.01,tech,81d8bb16,Biometric,40.5386,159.494958,86.49.145.47,0
bd8203cf-c2c,2026-01-15 04:44:02,user_423,77.13,food,00a2c33d,Biometric,-35.696736,10.404008,133.242.217.30,0
0dc5b5e0-1a3,2026-01-12 09:49:09,user_407,26.21,grocery,d3b44c56,Password,-23.326841,6.460947,26.220.137.3,0
ff13fe44-d3f,2026-01-20 14:22:38,user_447,333.49,utilities,4f1fe08f,Password,-45.490567,-136.350503,66.69.70.2,0
5c7abdd7-667,2026-01-11 03:08:52,user_288,56.81,utilities,6d762400,PIN,-39.769706,127.987206,35.227.225.14,0
34e11a18-24a,2026-01-21 19:35:30,user_64,198.63,grocery,9ff63217,Biometric,47.955959,-107.6597,7.133.248.52,0
268b7676-086,2026-01-04 01:52:33,user_223,205.03,entertainment,f52eabc1,PIN,83.094864,-116.234909,109.204.226.79,0
c567d824-f74,2026-01-19 13:54:31,user_228,1611.15,tech,e51dc948,Biometric,28.448673,-72.494739,82.110.201.39,0
a141728e-cee,2026-01-02 12:17:06,user_277,46.07,food,be195f27,Biometric,80.689246,-45.618577,130.59.71.213,0
9b46bdd0-ff5,2026-01-04 02:41:26,user_484,242.92,utilities,eb9a1e36,Password,15.209574,175.838266,188.147.106.226,0
d1feef4d-cc4,2026-01-19 11:51:21,user_26,173.66,grocery,7d7d26a8,PIN,-25.025342,138.68298,106.235.220.202,0
3822097e-115,2026-01-17 02:31:31,user_167,2081.19,tech,d025ea83,PIN,21.434218,9.708679,51.38.11.205,0
8b000b08-2d1,2026-01-06 11:24:19,user_404,45.41,food,3f5e776a,Biometric,67.679042,-50.603013,18.185.201.69,0
a02c05ad-0db,2026-01-22 08:53:00,user_454,18.14,entertainment,8c9d7615,Biometric,81.810144,152.666587,176.238.85.222,0
355770dc-f05,2026-01-17 08:09:17,user_441,209.73,entertainment,a0121fca,Biometric,-44.058839,25.568182,205.20.186.190,0
4d74451a-f68,2026-01-12 12:32:17,user_446,303.99,entertainment,4f0e976a,Biometric,-62.421132,-163.726929,11.170.130.240,0
a240be5b-70e,2026-01-03 14:57:53,user_451,2234.27,tech,bdf1a9d8,Password,-55.684045,62.879432,180.57.33.150,0
cbe8e0c4-435,2026-01-01 11:16:24,user_84,1494.36,tech,9e4b328c,PIN,-32.542726,-66.81323,137.218.149.200,0
d49a8108-a5d,2026-01-18 11:40:48,user_319,50.43,food,2f3f7f5b,Biometric,40.708846,-93.818475,32.102.77.52,0
73da524c-bfa,2026-01-23 16:00:53,user_141,232.75,utilities,0cfa43e9,PIN,29.013005,-149.141235,56.165.160.178,0
922789a2-e30,2026-01-19 01:13:40,user_305,294.1,utilities,21788edd,Password,62.467355,-107.878119,163.13.169.227,0
3e83e70c-cc4,2026-01-16 03:28:02,user_423,18.05,grocery,9a65ff45,Biometric,-35.687118,10.397049,84.222.87.77,0
cafe457c-7a3,2026-01-24 00:01:32,user_267,148.42,grocery,8289476a,Password,19.268388,134.960596,45.157.242.18,0
44edde05-1f0,2026-01-22 13:05:50,user_298,132.1,grocery,8aeeb118,PIN,-4.039263,98.068241,76.226.71.134,0
f5308bb9-6ac,2026-01-22 12:07:50,user_346,149.32,grocery,dc4d8a85,Password,-54.514871,-69.431396,65.208.104.70,0
69b4ca9b-6d3,2026-01-24 16:15:23,user_313,18.67,food,bf1b32d7,Biometric,23.215165,-90.165966,171.240.135.77,0
b8b633ca-f36,2026-01-10 23:46:43,user_325,1493.65,tech,4720baf5,PIN,7.941605,69.767379,105.79.244.220,0
7d0e4ee8-809,2026-01-06 23:34:58,user_225,711.26,tech,9aa865a1,Biometric,-8.4426,-130.082979,141.90.170.147,0
2f0ec98c-c42,2026-01-24 04:53:49,user_67,172.21,grocery,df2a2a0c,Password,13.954565,-48.61176,161.162.177.62,0
2805dd61-27f,2026-01-19 06:54:09,user_449,118.5,grocery,32cc1d4c,Biometric,37.936321,-41.539621,29.70.225.139,0
77a191d1-d4a,2026-01-11 23:28:02,user_188,978.92,tech,cc032f2c,Biometric,5.282266,162.111374,155.2.154.33,0
9102eb87-873,2026-01-14 11:48:07,user_54,330.08,utilities,2e68dcfe,Password,-52.64031,11.03728,89.112.29.252,0
59b0d8ac-883,2026-01-19 20:05:49,user_474,6728.71,tech,238f14c7,Password,-70.727193,5.064706,50.111.147.41,1
7f8c8c2d-978,2026-01-20 06:06:23,user_251,37.07,grocery,eb590847,PIN,10.226618,101.590288,81.55.168.102,0
47e8c7fd-f5c,2026-01-01 13:19:52,user_354,242.13,utilities,1dddf1b7,Password,-16.148766,-27.804864,65.196.220.126,0
e7bc5ac2-647,2026-01-19 03:51:53,user_300,16.09,grocery,62cb6946,PIN,1.845373,173.544172,205.102.226.76,0
df67b59a-82b,2026-01-23 12:09:36,user_452,363.54,utilities,4c9683c8,PIN,58.175835,-174.258337,15.237.246.162,0
058c6c37-a97,2026-01-24 17:03:49,user_67,111.79,grocery,96976d4f,Biometric,13.859127,-48.594642,108.137.180.2,0
31372985-d46,2026-01-15 02:45:31,user_240,229.64,entertainment,d037a09e,PIN,-7.70649,99.034327,60.255.55.27,0
f5520480-178,2026-01-05 00:24:42,user_192,59.15,utilities,6687792e,Biometric,47.978171,-172.138322,47.197.130.59,0
68d68ae2-43b,2026-01-11 11:29:59,user_114,423.01,entertainment,1adc176c,Biometric,79.386101,-12.098893,184.22.88.138,0
5f5fc73b-86b,2026-01-01 15:03:29,user_259,351.56,utilities,a9d11bc0,Biometric,84.250514,130.664033,30.4.52.148,0
e10972a1-34d,2026-01-19 02:10:57,user_221,314.8,entertainment,570d38f9,Password,34.953639,-86.146928,21.42.28.55,0
e066858f-95d,2026-01-24 19:09:49,user_67,420.69,entertainment,16d06ffd,PIN,13.893675,-48.660525,102.75.155.212,0
6b20b6cf-726,2026-01-09 11:19:28,user_198,784.86,tech,6c9c7366,PIN,39.825845,-31.280034,104.73.250.89,0
136587da-c4c,2026-01-18 08:16:31,user_309,98.44,utilities,ec92a084,Password,20.123353,-117.163718,197.48.248.183,0
588ae732-92d,2026-01-14 07:17:03,user_284,485.8,entertainment,288d6a09,Password,22.621659,124.781898,158.149.185.144,0
601e8b4b-67a,2026-01-01 11:27:45,user_124,16.49,food,f7d433e6,Password,71.080044,172.935622,142.254.180.199,0
e1dc4e04-4bf,2026-01-05 10:50:51,user_31,360.53,entertainment,ae9f23a3,PIN,-45.480955,175.560745,61.103.14.136,0
8cbffb4d-919,2026-01-23 02:02:50,user_298,417.05,entertainment,8aeeb118,Biometric,-4.034555,98.051819,200.50.106.149,0
bc4c581b-ac9,2026-01-16 23:53:50,user_145,64.25,grocery,a80ca53a,Password,-31.187317,-156.968502,135.192.221.60,0
da8fa6b7-bcb,2026-01-23 06:51:41,user_337,131.59,grocery,118b97d5,PIN,63.69358,56.486903,76.215.171.12,0
9ac3011c-194,2026-01-16 05:44:37,user_128,100.95,utilities,3cb52028,PIN,75.063457,49.111679,47.139.24.218,0
c63eab26-026,2026-01-05 03:51:42,user_192,476.36,entertainment,0dfd39df,Password,48.000782,-172.066568,39.153.116.50,0
e33c63a6-310,2026-01-16 00:56:38,user_464,76.81,utilities,433d7498,Biometric,57.362127,-143.257571,69.146.90.224,0
06964fe4-c80,2026-01-10 13:53:23,user_115,4427.43,travel,3f45e12c,Password,40.7128,-74.006,32.4.109.209,1
9f446fac-0a0,2026-01-16 16:16:16,user_197,246.83,tech,d494f4ef,PIN,80.90498,-177.459808,76.31.176.24,0
fdb55d33-b4c,2026-01-15 03:38:58,user_142,160.63,utilities,bb392160,Password,49.179558,-79.292117,146.255.102.250,0
aa3591cd-d31,2026-01-07 22:31:37,user_27,329.02,utilities,4cbab2ad,Password,3.918802,-67.768275,158.204.148.173,0
00681ce5-f15,2026-01-12 04:34:01,user_127,304.15,entertainment,787302be,Password,50.900274,46.300908,76.50.246.47,0
f0d06b62-098,2026-01-19 08:58:49,user_168,77.5,grocery,297e462c,Biometric,56.842533,-172.152053,29.155.152.66,0
52edd086-31c,2026-01-19 22:40:53,user_300,54.53,food,62cb6946,Biometric,1.773942,173.484404,133.204.188.204,0
1cd3e87f-549,2026-01-18 12:48:18,user_110,355.88,utilities,bf69ca97,Biometric,-33.090819,-77.953007,27.248.10.147,0
eb5bc7e2-f3b,2026-01-15 13:24:41,user_493,246.91,utilities,c8c9a0b0,Biometric,-60.610573,-6.516062,194.64.131.176,0
f9366a95-316,2026-01-04 04:48:55,user_43,40.27,grocery,a05d2c89,Password,29.534996,-127.137254,101.72.95.152,0
6b455084-ede,2026-01-05 21:44:27,user_213,346.83,utilities,b40767d6,Biometric,5.651209,95.038994,76.119.199.22,0
f72e7050-5cb,2026-01-18 06:11:33,user_386,408.91,entertainment,2ec59d25,Password,29.23971,-13.035401,132.190.114.73,0
11320910-7d5,2026-01-02 04:28:20,user_105,10.49,food,30f61545,Biometric,-16.846412,-175.07054,118.122.181.127,0
57314151-6fc,2026-01-24 12:45:06,user_72,765.25,tech,0f4b6ba4,PIN,27.354509,71.777577,92.223.35.47,0
a9a91467-3ee,2026-01-06 07:51:40,user_467,112.92,grocery,2584a1cd,Biometric,38.928807,-177.503425,26.140.141.87,0
af97c47f-356,2026-01-12 15:35:17,user_446,287.38,utilities,7ff17008,Biometric,-62.390281,-163.759608,158.113.133.15,0
bdfa5aac-9b8,2026-01-02 23:02:51,user_283,2882.57,tech,9494fafe,PIN,-75.844065,114.77769,1.213.227.76,0
210c0e13-72a,2026-01-16 10:31:54,user_6,104.36,food,10c68538,Password,56.816597,-51.146851,88.191.214.100,0
0cd94173-702,2026-01-03 19:57:42,user_195,214.98,utilities,79a567d7,Biometric,-19.456826,-65.519872,134.196.8.121,0
3e5568ac-247,2026-01-25 00:22:41,user_16,5575.89,tech,67375be8,Password,80.520056,-98.807887,180.42.89.100,1
0c0c9696-353,2026-01-08 16:13:53,user_147,400.01,entertainment,0480d14d,Biometric,50.346257,-25.192215,168.205.174.237,0
2b691f30-108,2026-01-12 11:20:39,user_343,2674.03,tech,a5c1bebb,Password,-54.612812,59.742359,194.124.232.41,0
46861ed1-9ea,2026-01-06 13:07:41,user_155,84.06,grocery,67d1da93,Password,-89.014598,111.681882,160.157.32.0,0
95aa4b17-060,2026-01-22 18:32:00,user_454,65.48,entertainment,8c9d7615,PIN,81.813275,152.680758,140.187.153.164,0
e226a823-0fc,2026-01-09 19:27:59,user_329,306.43,entertainment,4986e31a,PIN,17.940152,-156.008118,181.134.52.163,0
7d058b1c-3ef,2026-01-24 21:43:06,user_72,6326.38,tech,74e6cf65,Password,27.395447,71.832076,105.112.77.93,1
95b44eda-fdf,2026-01-06 18:37:12,user_477,86.57,entertainment,e61972f0,Password,70.404229,67.284464,48.239.160.102,0
88e1fa03-8b1,2026-01-18 04:17:36,user_473,102.66,food,bcb73291,Biometric,4.660977,-53.663828,151.113.47.31,0
e33e481b-236,2026-01-22 12:53:46,user_434,43.72,food,2de1873e,PIN,-66.504486,-157.50083,195.93.205.24,0
dfa84d15-391,2026-01-14 23:15:40,user_148,33.67,grocery,e4c27f89,Biometric,-20.81832,51.180908,91.74.160.14,0
30513439-efc,2026-01-17 11:25:55,user_321,2446.88,tech,7d2d058e,Biometric,75.289519,-74.818853,86.209.247.156,0
78cfbb46-691,2026-01-18 16:52:31,user_309,56.72,food,ec92a084,Biometric,20.15515,-117.173737,75.1.47.93,0
ebeb5d99-c1e,2026-01-22 11:33:41,user_131,277.07,utilities,ef2da3a5,PIN,46.482638,167.615131,140.57.211.158,0
4ebcc63c-f8c,2026-01-15 22:15:44,user_414,2461.39,tech,32b9ed1e,Password,-52.080641,-163.631271,198.135.225.38,0
6c41f46e-9c0,2026-01-02 03:13:45,user_205,175.01,utilities,6d1ac205,Biometric,-56.289243,-5.218952,31.61.183.209,0
d65dc1e4-ba6,2026-01-25 08:51:41,user_16,219.49,entertainment,1356b60a,Password,80.520021,-98.894231,196.123.143.28,0
2c18d2aa-109,2026-01-08 21:06:37,user_27,15.14,grocery,7446b0c5,PIN,3.882075,-67.762031,152.11.115.89,0
f2e9a77a-0c8,2026-01-06 07:32:19,user_102,92.61,food,68af782c,Biometric,-0.481291,-8.796829,64.150.227.21,0
00623496-007,2026-01-14 00:39:41,user_367,2911.53,tech,5ea22618,Biometric,40.146428,101.286953,97.67.236.197,0
d150f09c-0a6,2026-01-15 03:33:33,user_332,56.46,utilities,86065c1e,Password,74.604931,135.956239,51.109.205.115,0
88e75e77-93f,2026-01-24 21:57:39,user_261,160.68,utilities,e6c14aad,Password,-48.564742,-167.429378,125.12.209.81,0
70f1dc43-13a,2026-01-07 17:48:41,user_435,211.45,entertainment,983399bb,Biometric,60.303621,-38.082168,45.219.200.197,0
f12f80d8-90f,2026-01-05 09:21:34,user_179,392.82,entertainment,e15dd33f,PIN,17.517124,85.979876,154.20.135.201,0
a0b04b3d-131,2026-01-04 13:23:42,user_174,129.28,utilities,474e489e,Password,50.934774,13.816687,154.248.235.33,0
4ebd56a7-6ce,2026-01-08 00:24:38,user_289,154.14,grocery,efe4d5ca,Biometric,73.496591,-145.523756,95.244.118.168,0
d74b1949-258,2026-01-04 16:12:26,user_484,270.3,utilities,eb9a1e36,Biometric,15.226822,175.822404,154.72.145.56,0
84195e2c-218,2026-01-21 00:40:42,user_324,290.94,entertainment,ee206d65,Biometric,-24.073787,165.899999,202.95.137.217,0
f8b8a8c6-476,2026-01-23 05:32:31,user_196,241.6,tech,a02f9c83,PIN,-40.476028,-95.148764,134.171.228.83,0
7e9051fb-aaf,2026-01-18 21:43:48,user_48,98.28,utilities,3a206081,Biometric,60.164739,-53.224692,107.132.14.22,0
17f5046f-41c,2026-01-21 10:12:13,user_160,239.93,entertainment,fa2b2973,Biometric,-41.553716,-83.037148,199.246.125.117,0
0db56a33-976,2026-01-19 09:42:57,user_24,28.51,grocery,9380890e,PIN,-58.289429,-83.674843,48.13.193.107,0
69985b86-78a,2026-01-19 02:44:48,user_319,309.29,utilities,a77b7070,Biometric,40.728635,-93.760895,11.226.184.133,0
767fa1d3-57c,2026-01-11 03:35:39,user_416,101.62,food,96626c8b,Biometric,-29.706511,-29.852749,146.156.189.157,0
f6747402-df3,2026-01-01 16:00:40,user_247,252.57,utilities,990c6e0e,PIN,89.355004,-131.005534,118.180.189.222,0
0bcfe37a-05e,2026-01-20 19:02:25,user_388,79.02,utilities,cfa5d80b,Password,12.457807,76.585893,111.116.149.96,0
7b6e9793-b33,2026-01-24 07:22:53,user_141,817.59,tech,c546ff24,Password,29.08564,-149.196399,33.189.101.249,0
fe86fd55-8ce,2026-01-10 01:16:48,user_71,397.66,tech,de6255c3,Password,-20.788122,103.81431,184.76.134.67,0
1db63777-b1f,2026-01-18 23:48:33,user_386,364.67,utilities,9ff7d28b,PIN,29.291915,-13.089858,167.184.33.186,0
afa8cf61-f8a,2026-01-22 05:06:52,user_176,90.02,food,defdd7e3,Password,38.311582,-129.072037,208.138.104.207,0
8331dc81-f2a,2026-01-19 16:59:44,user_212,80.72,grocery,ca941105,Biometric,39.914369,169.724461,21.50.28.1,0
72789504-10b,2026-01-14 03:26:15,user_494,9.51,grocery,fd9618e4,PIN,16.755198,-150.081485,88.121.39.214,0
267b77b3-cd2,2026-01-21 21:25:52,user_252,6566.0,tech,3125bba0,Password,-54.021665,40.706548,73.37.134.20,1
5e94e1e7-967,2026-01-20 16:20:09,user_359,2124.47,tech,28331796,Biometric,-19.90735,143.557903,172.172.118.244,0
c25700c8-8a9,2026-01-08 19:48:38,user_344,1986.79,tech,85f81954,Password,-7.467978,134.022769,17.167.197.240,0
95d596c6-139,2026-01-23 04:50:04,user_243,288.67,utilities,d52ef539,Password,49.694877,163.935495,177.208.216.116,0
