amount,lat,lon,is_fraud,hour,day_of_week,tx_count_24h,avg_spend_user,amount_ratio,dist_from_last_tx_km,travel_velocity_kmph,auth_method_PIN,auth_method_Password,category_food,category_grocery,category_tech,category_travel,category_utilities
2832.68,81.675249,-120.234488,0,17,2,2.0,880.8066666666666,3.2160065394600403,1.6765564735522664,0.0,True,False,False,False,True,False,False
488.72,81.691658,-120.267198,0,6,3,2.0,1002.7987499999999,0.4873560123604064,1.8989276831995585,0.0,True,False,False,False,False,False,False
298.74,81.615014,-120.273485,0,13,3,3.0,972.5588235294117,0.3071690809568452,8.523028108767356,0.0,False,True,False,False,True,False,False
93.12,81.63525,-120.192146,0,6,4,2.0,935.1244444444443,0.09958032917781592,2.6073863919380846,0.0,True,False,False,False,False,False,True
436.7,81.613087,-120.262605,0,2,5,2.0,890.8084210526316,0.4902288636696649,2.7158367915934964,0.0,False,True,False,False,False,False,False
310.17,81.595932,-120.249387,0,9,5,2.0,868.1029999999998,0.35729631161279257,1.9195816959354166,0.0,True,False,False,False,False,False,True
628.99,81.599545,-120.263168,0,16,5,3.0,841.5347619047619,0.7474319879268208,0.4599330524082011,0.0,True,False,False,False,True,False,False
9.84,81.608289,-120.238462,0,22,5,4.0,831.8736363636363,0.011828719615413619,1.051784540991318,0.0,False,True,True,False,False,False,False
122.74,23.254254,-162.887717,0,1,2,1.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False
191.93,23.29022,-162.932147,0,16,2,2.0,122.74,1.5637119113573408,6.049069523854823,0.0,False,True,False,True,False,False,False
156.84,23.220115,-162.941673,0,0,3,3.0,157.335,0.9968538468872151,7.855832774238222,0.0,True,False,False,True,False,False,False
444.04,23.272444,-162.977933,0,23,3,2.0,157.17,2.825221098173952,6.89794021184694,0.0,False,False,False,False,False,False,False
71.77,23.251618,-162.936154,0,8,4,2.0,228.88750000000002,0.3135601550980285,4.855737414857608,0.0,True,False,False,False,False,False,False
146.55,23.247214,-162.912816,0,21,4,3.0,197.464,0.7421605963618686,2.4341042804549025,0.0,False,True,True,False,False,False,False
82.64,23.288387,-162.969421,0,0,5,3.0,188.97833333333335,0.43729880850538416,7.375287020049475,0.0,False,False,True,False,False,False,False
2142.68,23.299604,-162.901265,0,6,5,4.0,173.78714285714287,12.329335558277366,7.071715972761629,0.0,False,False,False,False,True,False,False
102.9,23.248007,-162.957792,0,16,5,4.0,419.89874999999995,0.24505907674171457,8.139808780910004,0.0,True,False,False,False,False,False,False
185.75,23.229561,-162.958819,0,14,6,2.0,384.6766666666667,0.48287306222541876,2.053783973183413,0.0,False,False,False,False,False,False,True
53.57,23.259055,-162.902094,0,18,6,2.0,364.784,0.14685402868546865,6.659136033854111,0.0,True,False,False,True,False,False,False
2986.39,23.24897,-162.895983,0,9,0,3.0,336.4918181818182,8.875074633720663,1.2834734572003472,0.0,False,True,False,False,True,False,False
134.28,23.209036,-162.95104,0,17,0,3.0,557.3166666666666,0.2409402195041718,7.167081658909134,0.0,False,True,False,True,False,False,False
496.03,23.233751,-162.935518,0,10,1,2.0,524.7753846153846,0.9452234509123317,3.1730679157024486,0.0,False,False,False,False,False,False,False
953.06,23.28454,-162.910502,0,12,1,3.0,522.7221428571428,1.8232631102839396,6.198791904646082,0.0,False,False,False,False,True,False,False
133.74,23.297979,-162.926459,0,8,2,3.0,551.4113333333333,0.2425412607889815,2.2111383979885084,0.0,True,False,False,False,False,False,True
182.29,23.21227,-162.889914,0,17,2,2.0,525.306875,0.3470162083829571,10.235597619913275,0.0,True,False,False,False,False,False,True
642.16,23.287576,-162.920432,0,7,3,3.0,505.1294117647058,1.2712781814794114,8.935269976624866,0.0,True,False,False,False,True,False,False
34.19,23.214416,-162.942342,0,4,4,2.0,512.7422222222222,0.06668067991713401,8.437361687122563,0.0,False,True,False,True,False,False,False
2546.26,23.219286,-162.975347,0,10,4,2.0,487.5552631578947,5.2225054109925475,3.415986096979429,0.0,False,True,False,False,True,False,False
461.97,23.251118,-162.911905,0,21,4,3.0,590.4905,0.7823495890281047,7.385677511646635,0.0,True,False,False,False,False,False,False
28.32,-46.130173,68.214203,0,10,6,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False
61.33,-46.122261,68.219505,0,17,6,2.0,28.32,2.165607344632768,0.9700311001800532,0.0,False,False,True,False,False,False,False
1317.21,-46.138876,68.142799,0,4,0,3.0,44.825,29.385610708310093,6.192961570400242,0.0,True,False,False,False,True,False,False
137.91,-46.105901,68.201555,0,0,1,2.0,468.9533333333334,0.2940804344426595,5.826734750786357,0.0,False,True,False,False,False,False,False
71.9,-46.15494,68.152161,0,18,1,2.0,386.19250000000005,0.18617658292172945,6.649962135610743,0.0,True,False,True,False,False,False,False
282.42,-46.120324,68.161761,0,13,2,2.0,323.334,0.8734621165729556,3.919551063860242,0.0,False,False,False,False,False,False,True
394.89,-46.115919,68.137951,0,17,2,3.0,316.51500000000004,1.247618596275058,1.8994540158425897,0.0,False,True,False,False,False,False,False
50.68,-46.157748,68.14399,0,3,3,3.0,327.7114285714286,0.1546482532541696,4.6743900207725675,0.0,False,True,False,False,False,False,True
152.02,-46.135862,68.17362,0,15,3,3.0,293.08250000000004,0.5186935419207902,3.3365848399737885,0.0,False,True,False,True,False,False,False
95.94,-46.091022,68.16986,0,13,4,2.0,277.4088888888889,0.34584327987567487,4.994397498775565,0.0,False,True,True,False,False,False,False
29.53,-46.089224,68.134578,0,18,4,2.0,259.26200000000006,0.11390022448334115,2.72816257791724,0.0,False,False,True,False,False,False,False
393.39,-46.142486,68.157426,0,1,5,3.0,238.37727272727273,1.6502831645786853,6.178768953109544,0.0,False,True,False,False,False,False,True
150.12,-46.126707,68.144166,0,22,5,2.0,251.295,0.5973855428878411,2.0303649570707702,0.0,True,False,False,False,False,False,True
63.54,-46.147032,68.135014,0,23,5,3.0,243.51230769230773,0.2609313697617558,2.3674955032725937,0.0,False,True,False,True,False,False,False
411.6,-46.115288,68.13901,0,6,6,3.0,230.65714285714287,1.78446674098848,3.543177748616662,0.0,True,False,False,False,False,False,False
127.42,-46.183052,68.144584,0,6,6,4.0,242.72,0.5249670402109426,7.547237540451362,0.0,True,False,True,False,False,False,False
2776.94,-46.157805,68.176735,0,8,6,5.0,235.51375000000002,11.790988848846405,3.743066775386505,0.0,False,True,False,False,True,False,False
21.56,-46.177063,68.195722,0,0,0,4.0,385.0094117647059,0.055998631049508335,2.592964973035813,0.0,True,False,False,False,False,False,False
193.78,-46.155988,68.136491,0,21,0,2.0,364.8177777777778,0.5311692899956142,5.128127114995346,0.0,True,False,False,False,False,False,True
1128.43,-46.165759,68.163511,0,21,1,2.0,355.8157894736842,3.1713882109311444,2.3475681788429155,0.0,False,True,False,False,True,False,False
323.01,-46.089279,68.131968,0,23,1,2.0,394.4465,0.8188943240718323,8.844782920896506,0.0,False,False,False,False,False,False,True
480.53,-46.092643,68.191293,0,0,2,3.0,391.0447619047619,1.228836304210698,4.590138096965572,0.0,False,False,False,False,True,False,False
317.77,-46.143141,68.21223,0,5,2,4.0,395.1122727272728,0.8042524161716978,5.842419262574932,0.0,False,True,False,False,False,False,True
267.74,-28.954413,13.705959,0,4,3,1.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False
332.12,-28.906569,13.772304,0,5,3,2.0,267.74,1.2404571599312766,8.36601573611308,0.0,True,False,False,False,False,False,True
332.89,-28.960545,13.782265,0,23,3,3.0,299.93,1.1098923082052479,6.079634378766098,0.0,False,False,False,False,True,False,False
15.62,-28.962877,13.705164,0,21,4,2.0,310.9166666666667,0.050238541945859014,7.505581134606705,0.0,True,False,True,False,False,False,False
164.73,-28.959541,13.766906,0,16,5,2.0,237.0925,0.6947921170007486,6.018306404550237,0.0,True,False,False,True,False,False,False
23.1,-28.968131,13.712724,0,12,6,2.0,222.61999999999998,0.1037642619710718,5.3570601003186775,0.0,True,False,False,True,False,False,False
190.0,-28.981498,13.699495,0,1,0,2.0,189.36666666666667,1.0033444816053512,1.966028095262348,0.0,False,True,False,False,True,False,False
970.67,-28.92767,13.713153,0,14,0,2.0,189.45714285714286,5.12342783893832,6.13114265942005,0.0,True,False,False,False,True,False,False
2475.1,-28.96473,13.748777,0,1,1,3.0,287.10875,8.620775228898458,5.384912502939749,0.0,True,False,False,False,True,False,False
336.63,-28.964427,13.76852,0,19,1,2.0,530.2188888888888,0.6348887356793945,1.9210244827322154,0.0,False,True,False,False,False,False,True
17.34,-28.94199,13.76984,0,16,2,2.0,510.85999999999996,0.0339427631836511,2.4981841271552394,0.0,False,True,True,False,False,False,False
95.03,-28.96907,13.707068,0,4,3,2.0,465.9945454545454,0.2039294256272996,6.809368234369967,0.0,False,False,True,False,False,False,False
33.67,-28.933248,13.699077,0,0,4,2.0,435.08083333333326,0.07738791833701401,4.058400260227325,0.0,False,True,True,False,False,False,False
162.16,-28.964072,13.78643,0,3,4,3.0,404.2030769230769,0.4011844769575081,9.1646300902357,0.0,False,True,False,False,False,False,True
255.73,-28.975944,13.718535,0,0,5,2.0,386.9142857142857,0.6609474228326687,6.7355569255880825,0.0,False,False,False,False,False,False,True
58.15,-28.906854,13.708479,0,16,5,2.0,378.16866666666664,0.1537673665895112,7.74452576381446,0.0,True,False,False,True,False,False,False
4402.83,-28.89164,13.700005,1,18,5,3.0,358.16749999999996,12.29265636887769,1.8821313990865243,0.0,False,True,False,False,True,False,False
59.09,-28.897055,13.761759,0,10,6,3.0,596.0888235294117,0.09912952175504837,6.041984486955129,0.0,True,False,True,False,False,False,False
43.14,-28.896433,13.75318,0,14,6,4.0,566.2555555555555,0.0761846830053176,0.8380268796202779,0.0,False,True,True,False,False,False,False
99.18,-28.960794,13.741642,0,10,0,3.0,538.7231578947368,0.18410197992524235,7.244171917646583,0.0,True,False,True,False,False,False,False
122.73,-56.12933,162.427374,0,5,4,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False
1887.89,-56.053471,162.497559,0,8,4,2.0,122.73,15.382465574839078,9.492444772903449,0.0,False,True,False,False,True,False,False
190.41,-56.130689,162.447094,0,6,5,2.0,1005.3100000000001,0.18940426336155014,9.139097430182455,0.0,False,True,False,True,False,False,False
137.16,-56.071428,162.494203,0,23,5,2.0,733.6766666666667,0.1869488375896739,7.20813642413226,0.0,False,True,False,False,False,False,True
295.17,-56.143507,162.440084,0,16,6,2.0,584.5475,0.5049546871725565,8.688969933916786,0.0,True,False,False,False,False,False,False
22.42,-56.112141,162.478496,0,5,0,2.0,526.672,0.04256918917276787,4.222706741569645,0.0,True,False,False,True,False,False,False
319.62,-56.05292,162.488422,0,15,0,3.0,442.63000000000005,0.7220929444456995,6.613812080500212,0.0,False,False,False,False,False,False,False
109.25,-56.114961,162.445033,0,18,0,3.0,425.0571428571429,0.2570242656449553,7.405293239226706,0.0,False,False,True,False,False,False,False
463.21,-56.133455,162.464378,0,13,1,3.0,385.58125,1.2013291621415718,2.3804459588866864,0.0,True,False,False,False,False,False,False
133.73,-56.127015,162.437957,0,11,2,2.0,394.2066666666667,0.3392383013985895,1.7870505742716907,0.0,False,True,False,True,False,False,False
41.61,-56.142872,162.438417,0,14,2,2.0,368.159,0.11302181937695398,1.7634483101306353,0.0,False,False,False,False,False,False,False
985.91,-56.104153,162.467973,0,19,2,3.0,338.4727272727273,2.9128196175333043,4.678882257048693,0.0,False,True,False,False,True,False,False
200.53,-56.105607,162.446281,0,10,3,4.0,392.4258333333334,0.5110010171773434,1.3548146962934056,0.0,True,False,False,False,False,False,False
65.35,-56.069392,162.454058,0,16,3,3.0,377.6646153846154,0.17303712695839205,4.055724356771465,0.0,True,False,True,False,False,False,False
189.89,-56.074173,162.424379,0,0,4,3.0,355.3564285714286,0.5343648931957652,1.9171759304114913,0.0,True,False,False,False,False,False,False
353.64,-56.130852,162.474213,0,7,4,4.0,344.32533333333333,1.027051935378944,7.019343334135905,0.0,False,False,False,False,False,False,True
244.12,-56.055157,162.500213,0,13,4,4.0,344.9075,0.7077839710647057,8.570019599261013,0.0,False,True,False,False,False,False,False
302.26,-56.131332,162.446633,0,13,5,2.0,338.9788235294118,0.8916781197506698,9.09897656839024,0.0,False,False,False,False,False,False,True
2253.34,-56.07011,162.481036,0,10,6,2.0,336.93888888888887,6.6876815776022696,7.134090575841162,0.0,False,False,False,False,True,False,False
482.68,-56.136075,162.450349,0,5,0,2.0,437.8021052631579,1.1025072611513975,7.577813984545256,0.0,False,False,False,False,False,False,False
2922.05,-76.217691,-44.485663,0,11,5,1.0,0.0,0.0,0.0,0.0,False,True,False,False,True,False,False
86.44,-76.247429,-44.496246,0,11,6,2.0,2922.05,0.02958197156106158,3.3185525066179267,0.0,True,False,False,False,False,False,False
15.66,-76.253233,-44.458113,0,0,0,2.0,1504.2450000000001,0.010410538176959205,1.196742368948874,0.0,False,False,True,False,False,False,False
51.94,-76.212551,-44.483363,0,10,0,3.0,1008.0500000000001,0.05152522196319626,4.57271047214874,0.0,False,True,False,False,False,False,False
130.6,-76.258517,-44.480886,0,3,1,2.0,769.0225,0.169825980384189,5.1116060991977905,0.0,False,False,True,False,False,False,False
23.44,-76.251073,-44.475863,0,3,2,2.0,641.338,0.03654859060277109,0.8383061352400207,0.0,False,True,True,False,False,False,False
188.46,-76.216237,-44.421508,0,8,2,2.0,538.355,0.3500664059960435,4.131976152143176,0.0,False,True,False,False,False,False,True
407.26,-76.169546,-44.48829,0,1,3,3.0,488.37,0.8339169072629359,5.4859364714336625,0.0,False,False,False,False,True,False,False
108.1,-76.222796,-44.493978,0,15,3,2.0,478.23125000000005,0.226041271874224,5.923052569582329,0.0,True,False,True,False,False,False,False
94.37,-76.244096,-44.443479,0,9,4,2.0,437.1055555555556,0.21589750759414836,2.719392169676934,0.0,False,False,True,False,False,False,False
476.02,-76.231506,-44.425351,0,15,4,2.0,402.832,1.1816836795487946,1.479794828753944,0.0,False,False,False,False,False,False,False
94.21,-76.1611,-44.461308,0,20,4,3.0,409.48545454545456,0.23006922212799208,7.886697258163796,0.0,True,False,False,True,False,False,False
45.51,-76.198534,-44.47518,0,16,5,2.0,383.21250000000003,0.11875917408748408,4.178747389889144,0.0,False,True,True,False,False,False,False
70.13,-76.189695,-44.470941,0,11,6,2.0,357.23538461538465,0.1963131397957821,0.9892673799399511,0.0,False,False,False,False,False,False,True
174.12,-76.213089,-44.490617,0,22,6,2.0,336.7278571428572,0.5170941349415276,2.653118217836876,0.0,False,True,False,True,False,False,False
534.57,-49.955895,122.190234,0,14,6,1.0,0.0,0.0,0.0,0.0,False,True,False,False,True,False,False
1132.48,-49.908061,122.189785,0,23,6,2.0,534.57,2.1184877565145817,5.318995209955087,0.0,True,False,False,False,True,False,False
117.07,-49.935904,122.161064,0,3,0,3.0,833.5250000000001,0.1404516961098947,3.716583143234786,0.0,False,True,False,False,False,False,True
347.38,-49.900511,122.219782,0,8,0,4.0,594.7066666666667,0.5841199022487276,5.758632536232807,0.0,False,False,False,False,False,False,False
214.06,-49.980979,122.191792,0,14,0,5.0,532.875,0.4017077175697865,9.169095747651623,0.0,False,True,False,False,True,False,False
9.65,-49.986429,122.207369,0,1,1,4.0,469.1120000000001,0.020570780538549428,1.2679375654752663,0.0,False,False,True,False,False,False,False
66.52,-49.906449,122.143928,0,12,1,3.0,392.535,0.16946259569210387,9.984932199082087,0.0,True,False,True,False,False,False,False
2889.65,-49.921537,122.220169,0,1,2,3.0,345.9614285714286,8.3525207186598,5.711032643125248,0.0,True,False,False,False,True,False,False
75.09,-49.964159,122.162742,0,23,2,2.0,663.9225,0.11310055013951177,6.272883292888094,0.0,False,True,True,False,False,False,False
181.34,-49.94906,122.164056,0,13,3,2.0,598.4966666666667,0.3029924978696623,1.6815617136788146,0.0,False,False,False,True,False,False,False
181.92,-49.951658,122.189131,0,16,3,3.0,556.7810000000001,0.3267352873032664,1.8171878890379203,0.0,False,False,False,True,False,False,False
2625.17,-49.975314,122.138306,0,15,4,2.0,522.7027272727273,5.022300177573555,4.487284496701201,0.0,False,True,False,False,True,False,False
497.73,-49.991212,122.133214,0,21,4,2.0,697.9083333333333,0.7131738886434466,1.804878563095184,0.0,False,False,False,False,False,False,False
349.59,-49.981967,122.156957,0,3,5,3.0,682.5100000000001,0.5122122752780178,1.9845090457344026,0.0,False,True,False,False,False,False,False
2127.91,-49.942185,122.209349,0,15,5,3.0,658.7299999999999,3.230321983210117,5.797652946546456,0.0,False,True,False,False,True,False,False
804.95,-49.90356,122.190489,0,4,6,2.0,756.6753333333334,1.0637983882122937,4.5021296887927065,0.0,True,False,False,False,True,False,False
191.74,-49.968026,122.218433,0,13,6,3.0,759.6925,0.25239159265097394,7.442058381222523,0.0,False,False,False,True,False,False,False
165.64,-49.921079,122.180672,0,13,6,4.0,726.2835294117647,0.22806520221401136,5.878126547240853,0.0,False,True,False,True,False,False,False
1482.04,-49.973488,122.159392,0,0,0,4.0,695.1366666666668,2.1320124100296822,6.023251216881031,0.0,False,False,False,False,True,False,False
49.88,-49.954263,122.141967,0,9,0,4.0,736.5526315789474,0.06772089034978027,2.474535673651858,0.0,True,False,True,False,False,False,False
123.18,-49.987317,122.143093,0,2,1,2.0,702.2189999999999,0.1754153618742871,3.67631920568683,0.0,True,False,True,False,False,False,False
136.95,-49.997609,122.155284,0,10,1,2.0,674.6457142857142,0.20299543464082737,1.4384640882139519,0.0,True,False,False,False,False,False,True
105.31,-49.946511,122.1504,0,2,2,3.0,650.205,0.16196430356579847,5.692564219499076,0.0,True,False,False,True,False,False,False
213.62,-49.912009,122.185401,0,7,2,3.0,626.5139130434783,0.34096609117948734,4.5820502923806155,0.0,True,False,False,False,False,False,False
51.42,59.855444,43.426098,0,21,2,1.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,False
134.53,59.813418,43.468174,0,22,2,2.0,51.42,2.616297160637884,5.231150884228456,0.0,False,False,True,False,False,False,False
244.44,59.766625,43.412051,0,20,3,3.0,92.975,2.6290938424307613,6.077237730792121,0.0,False,True,False,False,False,False,True
125.2,59.802526,43.422712,0,15,4,2.0,143.46333333333334,0.8726968563395989,4.036340463963388,0.0,False,False,True,False,False,False,False
2621.6,59.768856,43.438044,0,22,4,2.0,138.8975,18.874349790312998,3.8409752636236307,0.0,True,False,False,False,True,False,False
1130.66,59.800325,43.406759,0,17,5,2.0,635.438,1.779339605122766,3.9127017568796036,0.0,False,True,False,False,True,False,False
284.56,59.833682,43.421211,0,15,6,2.0,717.975,0.39633691980918556,3.7961030720387097,0.0,True,False,False,False,False,False,True
2198.27,59.834494,43.384468,0,1,0,2.0,656.0585714285714,3.350722169841107,2.0550392345503594,0.0,True,False,False,False,True,False,False
93.41,59.765243,43.446243,0,17,0,2.0,848.835,0.11004494395259384,8.44005709114656,0.0,False,True,True,False,False,False,False
16.82,59.806086,43.393466,0,9,1,2.0,764.8988888888889,0.021989834531506706,5.417311949616679,0.0,False,True,False,False,False,False,False
2254.4,59.846969,43.384355,0,16,1,3.0,690.091,3.266815535922074,4.5744115635159295,0.0,False,True,False,False,True,False,False
1008.19,59.839566,43.435535,0,5,2,3.0,832.3009090909092,1.2113287261709325,2.975098354686326,0.0,False,True,False,False,True,False,False
370.63,59.779019,43.435819,0,14,2,3.0,846.9583333333334,0.43760122005214735,6.732537953054917,0.0,True,False,False,False,False,False,False
80.03,59.818412,43.44001,0,19,2,3.0,810.3176923076924,0.09876373274299823,4.386570255015937,0.0,False,False,False,False,False,False,True
98.19,59.76233,43.447129,0,22,2,4.0,758.1542857142857,0.12951189731453078,6.24874102281485,0.0,False,True,False,False,False,False,True
2104.29,59.784552,43.462238,0,7,3,4.0,714.1566666666666,2.946538341260321,2.611711206792785,0.0,False,False,False,False,True,False,False
228.27,59.825975,43.401834,0,11,3,5.0,801.04,0.2849670428443024,5.7119848172087035,0.0,True,False,False,False,True,False,False
1288.94,59.788974,43.384415,0,10,4,2.0,767.3476470588236,1.6797340878549565,4.228060476836472,0.0,False,True,False,False,True,False,False
718.28,59.791888,43.48063,0,18,4,2.0,796.325,0.9019935327912597,5.392905822394154,0.0,False,True,False,False,True,False,False
1901.0,59.771041,43.430546,0,3,5,3.0,792.2173684210527,2.3995939445115075,3.63728602005569,0.0,False,False,False,False,True,False,False
9.6,59.767902,43.41172,0,20,5,2.0,847.6565,0.0113253422819267,1.1102561061852914,0.0,True,False,True,False,False,False,False
761.37,59.856484,43.392329,0,9,6,2.0,807.7490476190476,0.9425823555524376,9.909360126224165,0.0,False,True,False,False,True,False,False
2386.19,25.097657,-16.019049,0,21,5,1.0,0.0,0.0,0.0,0.0,False,True,False,False,True,False,False
336.26,25.123503,-16.006317,0,8,6,2.0,2386.19,0.14091920593079343,3.146888598360367,0.0,True,False,False,False,False,False,True
36.2,25.132804,-16.012316,0,14,6,3.0,1361.225,0.026593693180774675,1.1976428896701377,0.0,False,True,False,True,False,False,False
52.02,25.126112,-16.01441,0,6,0,3.0,919.5500000000001,0.0565711489315426,0.7733999817592457,0.0,False,True,True,False,False,False,False
172.94,25.111031,-16.092305,0,0,1,2.0,702.6675,0.24611925270487106,8.019702509349987,0.0,False,True,False,True,False,False,False
70.57,25.07302,-16.030043,0,18,1,2.0,596.722,0.11826277563086328,7.56145076339629,0.0,False,False,False,False,False,False,True
77.92,25.132125,-16.050737,0,6,2,2.0,509.03,0.15307545724220578,6.894594625617887,0.0,True,False,True,False,False,False,False
180.04,25.160531,-16.094848,0,14,2,3.0,447.4428571428571,0.40237540308419273,5.44893466647942,0.0,True,False,False,True,False,False,False
9.25,25.083433,-16.013737,0,22,2,3.0,414.0175,0.022342050758723968,11.839673448400424,0.0,False,False,True,False,False,False,False
2326.48,25.120068,-16.08866,0,1,3,4.0,369.0433333333333,6.304083531292622,8.573794285895444,0.0,False,False,False,False,True,False,False
239.96,25.07748,-16.025127,0,19,3,3.0,564.787,0.4248681361291956,7.959496965725089,0.0,True,False,False,False,False,False,True
56.93,25.071619,-16.000493,0,16,4,2.0,535.2572727272727,0.10636006814055433,2.5651960167506123,0.0,True,False,True,False,False,False,False
433.48,25.072055,-16.023556,0,22,4,2.0,495.3966666666667,0.8750159804601026,2.3233611682041775,0.0,False,True,False,False,False,False,False
14.94,25.072869,-16.064043,0,17,5,2.0,490.63384615384615,0.03045040638169777,4.078746347264429,0.0,True,False,True,False,False,False,False
199.67,25.102726,-16.052295,0,2,6,2.0,456.6557142857143,0.43724406320485265,3.5244464818714576,0.0,False,True,False,True,False,False,False
226.69,25.11283,-16.016176,0,4,6,3.0,439.5233333333333,0.5157632890176479,3.806349743709279,0.0,False,True,False,False,False,False,True
401.77,77.957374,-66.728664,0,7,6,1.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False
1590.39,77.931264,-66.691181,0,3,0,2.0,401.77,3.9584588197227273,3.0309987778949528,0.0,False,False,False,False,True,False,False
359.27,77.905644,-66.661473,0,17,0,2.0,996.08,0.3606838808127861,2.931516233831299,0.0,False,True,False,False,False,False,True
174.01,77.907068,-66.690692,0,22,0,3.0,783.8100000000001,0.2220053329250711,0.6988730282953818,0.0,False,False,False,True,False,False,False
133.77,77.9481,-66.675584,0,17,1,3.0,631.36,0.21187595032944756,4.57605879378456,0.0,False,True,False,True,False,False,False
8.65,77.905489,-66.698765,0,15,2,2.0,531.842,0.016264228849921594,4.7687015534649975,0.0,False,True,False,True,False,False,False
35.66,77.893918,-66.725391,0,10,3,2.0,444.6433333333334,0.08019911089787318,1.4284999350545602,0.0,True,False,False,False,False,False,False
2126.35,77.936601,-66.66864,0,6,4,2.0,386.21714285714285,5.505581612120495,4.926578977055144,0.0,True,False,False,False,True,False,False
146.99,77.938788,-66.697495,0,10,4,3.0,603.73375,0.24346825069825898,0.7132409911276386,0.0,False,False,True,False,False,False,False
324.92,77.951068,-66.66634,0,10,4,4.0,552.9844444444444,0.5875752984813718,1.5453156138931996,0.0,True,False,False,False,False,False,False
1806.25,77.932175,-66.699612,0,12,4,4.0,530.178,3.406874672279876,2.23847002911738,0.0,False,True,False,False,True,False,False
50.45,77.907566,-66.680028,0,15,4,5.0,646.1845454545454,0.07807367160802643,2.7740867901499535,0.0,False,True,False,True,False,False,False
158.34,77.949069,-66.693915,0,21,4,6.0,596.54,0.26543065008214034,4.626208390292259,0.0,False,True,False,False,False,False,True
136.89,77.918033,-66.738983,0,11,5,4.0,562.8323076923077,0.2432163152845088,3.6065465981828146,0.0,False,False,True,False,False,False,False
99.68,77.895017,-66.679267,0,21,5,2.0,532.4078571428571,0.18722488532556272,2.9129240978319864,0.0,False,True,False,True,False,False,False
342.21,77.926191,-66.666597,0,12,6,2.0,503.55933333333337,0.6795822802741549,3.4789260865025993,0.0,True,False,False,False,False,False,False
946.08,77.959696,-66.684086,0,18,6,3.0,493.475,1.917179188408734,3.747666401775841,0.0,False,True,False,False,True,False,False
90.12,77.93237,-66.696565,0,18,6,4.0,520.0988235294118,0.17327476226237548,3.052298992048797,0.0,False,False,True,False,False,False,False
73.79,77.907589,-66.748256,0,2,0,4.0,496.21111111111105,0.14870686759667706,3.0066292567791244,0.0,False,False,False,False,False,False,True
188.57,77.878121,-66.694454,0,9,0,5.0,473.9784210526316,0.3978451162000491,3.5087273644763073,0.0,False,True,False,False,False,False,False
237.86,77.951049,-66.686084,0,15,0,5.0,459.70799999999997,0.5174154028209211,8.111564454437149,0.0,True,False,False,False,False,False,True
92.15,77.933593,-66.720311,0,12,1,2.0,449.1438095238095,0.20516814001666664,2.097529162661052,0.0,False,True,True,False,False,False,False
181.7,77.947826,-66.75203,0,22,1,2.0,432.9168181818182,0.4197111139343375,1.7457725966885582,0.0,False,False,False,False,False,False,False
